WP-00790,Wavenumber,PMMA200ppm-1,PMMA200ppm-2,PMMA200ppm-3,PMMA100ppm-1,PMMA100ppm-2,PMMA100ppm-3,PMMA50ppm-1,PMMA50ppm-2,PMMA50ppm-3,PMMA10ppm-1,PMMA10ppm-2,PMMA10ppm-3,PMMA5ppm-1,PMMA5ppm-2,PMMA5ppm-3
929.91,1984.43,0,0,0,0,0,0,0,0,0,11.75,9.2,32.46,0,0,0
930.02,1985.63,0,0,0,0,0,0,0,0,0,0,13.59,20.91,0,0,0
930.12,1986.84,0,0,0,0,0,0,0,0,0,0,4.4,0,0,0,0
930.23,1988.05,0,0,0,0,0,0,0,0,0,0,13.71,4.99,0,0,0
930.33,1989.25,0,0,0,0,0,0,0,0,0,0,9.32,20.38,0,0,0
930.43,1990.46,0,0,0,0,0,0,0,0,0,16.1,27.5,22.71,0,0,0
930.54,1991.66,0,0,0,0,0,0,0,0,0,16.1,18.18,17.73,0,0,0
930.64,1992.87,0,0,0,0,0,0,0,0,0,26.92,24.84,5.97,0,0,0
930.75,1994.07,0,0,0,0,0,0,0,0,0,10.83,6.66,3.63,0,0,0
930.85,1995.27,0,0,0,0,0,0,0,0,0,10.83,6.66,3.63,0,0,0
930.96,1996.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
931.06,1997.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
931.16,1998.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
931.27,2000.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
931.37,2001.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
931.47,2002.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
931.58,2003.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
931.68,2004.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
931.78,2006.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
931.89,2007.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
931.99,2008.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
