WP-00790,,PS0.1ppm-1,PS0.1ppm-2,PS0.1ppm-3,PS0.5ppm-1,PS0.5ppm-2,PS0.5ppm-3,PS1.0ppm-1,PS1.0ppm-2,PS1.0ppm-3,PS5ppm-1,PS5ppm-2,PS5ppm-3,PS10ppm-1,PS10ppm-2,PS10ppm-3,PS50ppm-1,PS50ppm-2,PS50ppm-3,PS100ppm-1,PS100ppm-2,PS100ppm-3,PS200ppm-1,PS200ppm-2,PS200ppm-3
Wavelength,Wavenumber,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed
868.38,1222.38,21.75,14.34,0,35.67,13.89,11.79,4.98,19.74,11.74,29.49,24.42,22,0,0,0,0,5.13,0,0,0,14.87,0,0,0
868.51,1224.1,21.75,24.98,0,23.08,13.89,20.72,4.98,19.74,16.61,29.49,46.63,22,0,0,0,0,5.13,0,0,0,14.87,0,0,0
868.64,1225.83,21.75,23.07,9.21,23.08,12.75,8.93,4.2,32.21,5.04,0,34.32,9.06,0,0,0,0,0,0,0,0,0,0,0,0
868.77,1227.56,0,10.64,22.76,13.71,17.76,8.93,0,32.62,5.04,0,26.39,0,0,3.81,0,0,0,0,0,0,0,0,0,0
868.9,1229.28,0,0,22.76,21.02,17.76,0,0,32.62,0.17,19.8,14.49,0,0,3.81,0,0,0,0,0,0,0,0,0,0
869.03,1231.01,8.07,12.29,13.55,21.02,20.1,10.55,15.37,0.41,0,24.99,47.88,4.07,35.02,3.81,10.94,8.51,11.88,15.04,0,0,0,0,0,0
869.16,1232.73,8.07,12.29,0,7.31,15.09,35,15.37,3.73,9.3,24.99,45.39,16.77,57.43,4.23,30.92,8.51,11.88,35.64,0,0,0,0,0,0
869.29,1234.45,8.07,12.29,0.41,0,15.09,35,15.37,15.68,11.48,7.19,35.06,16.77,57.43,15.61,30.92,8.51,13.01,35.64,0,0,0,0,0,0
869.42,1236.18,0,0,0.41,0,0,24.45,5.85,15.68,11.48,2.97,1.68,28.94,22.41,19.72,34.85,0,17.5,28.49,0,0,0,0,0,0
869.55,1237.9,0,0,0.41,0,0,0,15.17,11.95,6.92,2.97,0,16.24,2.39,39.67,28.47,5.92,52.13,35.38,7.09,0,0,0,0,5.43
869.68,1239.61,0,24.78,0,4.43,0,8.21,18.41,6.78,4.74,0.97,0,29.27,17.65,38.98,44.92,30.56,53.7,35.38,7.09,0,0,0.99,0,5.43
869.81,1241.33,0,24.78,10.76,9.9,0,8.21,12.56,6.78,5.05,5.08,0,13.04,28.89,37.87,41.15,39.04,37.32,27.49,7.09,0,0,0.99,0,5.43
869.94,1243.05,2.84,24.78,17.67,9.9,0,8.21,3.24,6.78,0.32,5.08,4.67,13.04,26.5,35.9,28.85,33.12,11.63,0,10.28,0,0,0.99,0,0
870.07,1244.77,2.84,0,17.67,5.46,0,0,0,0,1.57,5.08,11.16,0,11.24,48.4,21.03,27.23,20.75,0,10.28,0,0,0,0,0
870.2,1246.48,11.44,0,6.91,0,10.13,0,0,0,12.98,0,11.7,0,5.93,49.05,19.34,18.75,36.54,0.02,10.28,0,0,0,0,0
870.33,1248.2,8.6,30.67,1.36,4.32,10.13,3.59,0.59,0,25.52,13.24,10.52,8.29,42.99,40.27,40.91,47.82,39.73,24.38,0,0,0,0,0,0
870.46,1249.91,8.6,33.24,7.61,13.04,10.13,3.59,0.59,0.71,24.27,13.24,4.03,8.29,52.97,38.75,32.28,37.93,47.51,24.38,0,0,0,0,0,0
870.59,1251.62,25.14,39.6,35.31,22.4,3.51,35.02,7.98,16.92,27.84,39.52,24.03,37.33,71.18,83.92,39.45,71.81,45.99,59.56,30.19,0,4.35,3.89,29.32,0
870.72,1253.33,66.24,8.93,64.9,43.23,22.39,55.54,17.08,20.09,16.54,26.28,22.17,39.17,37.19,107.9,23.1,42.74,57.95,35.19,33.52,0.96,4.35,35.96,30.8,0
870.85,1255.04,78.19,29.82,59.09,62.71,30.56,95.59,17.96,19.39,37.95,32.3,47.8,60.66,60.79,86.22,28.78,36.62,38.37,39.6,33.52,0.96,4.35,35.96,30.8,0
870.98,1256.75,70.88,31.09,51.67,92.27,71.2,76.5,23.98,5.05,22.65,25.61,57.45,31.62,45.41,37.41,19.37,2.74,29.62,11.87,11.77,24.68,0,32.07,1.49,0
871.11,1258.46,43.72,37.47,21.73,110.69,82.03,74.28,14.29,5.18,31.41,48.54,55.82,22.24,43.84,6.8,12.85,2.74,23.68,22.98,8.44,57.74,0,2.9,0,0
871.24,1260.17,66.5,42.16,43.07,138.75,73.86,68.69,30.35,6.57,38.39,65.24,53.54,11.33,29.19,22.34,24.5,12.72,47.14,30.33,30.49,57.74,13.98,2.9,17.6,6.13
871.36,1261.87,76.66,68.57,35.45,105.9,105.09,78.52,36.1,16.29,50.32,70.76,44.07,17.63,20.43,38.08,17.32,14.86,41.83,37.71,58.88,54.78,41.77,8.26,34.31,17.38
871.49,1263.58,72.54,75.69,34.43,91.8,133.73,113.44,36.1,12.99,55.68,76.75,69.61,39.67,44.5,48.44,41.27,37.99,33.56,43.45,84.39,31.21,41.77,14.73,53.7,17.38
871.62,1265.28,45.02,48.42,21.13,35.67,178.99,113.99,19.16,11.6,27.28,60.33,66.87,67.31,41.82,49.39,38.55,59.63,28.87,41.12,76.76,54.57,40.55,31.01,39.71,13.44
871.75,1266.99,48.87,28.52,34.87,77.62,112.02,129.29,0,13.59,15.35,43.61,70.5,96.65,60.29,35.69,47.72,65.63,47.88,38.49,54.85,66.98,40.05,25.66,37.76,18.19
871.88,1268.69,89.78,35.34,61.44,119.99,141.46,121.01,30.3,39.97,17.98,36.59,62.16,117.68,74,46.69,60.06,72.33,73.59,38.9,82.65,81.1,94.42,41.76,50.16,23.24
872.01,1270.39,97.06,59.2,78.61,168.12,176.66,130.81,34.95,43.02,28.95,49.72,66.63,93.2,57.75,35.05,56.09,60.4,95.67,40.67,86.82,58.94,88.69,54.56,61.59,22.05
872.14,1272.09,93.28,70.67,115.38,182.87,199.82,134.91,50.75,44.95,39.71,58.32,68.92,58.52,48.07,57,66.71,65.39,124.67,58.36,128.6,85.05,75.89,79.04,84.93,15.1
872.27,1273.79,77.55,83.84,112.19,160.05,170.41,134.43,33.05,18.58,38.28,61.73,96.67,46.65,73.08,50.3,43.68,47.74,123.71,84.08,112.43,112.87,40.8,66.45,72.3,23.85
872.4,1275.49,109.64,87.85,108.5,151.75,160.85,133.48,61.49,43.32,41.31,61.51,112.8,66.49,121.53,89.08,86.13,47.58,140.22,122.28,145.08,135.52,78.55,59.65,93.48,33.4
872.53,1277.18,102.11,97.89,76.85,129.2,194.04,125.93,45.69,46.08,31.69,86.87,103.84,85.57,145.7,93.21,77.27,42.11,133.43,120.52,110.1,88.21,118.67,53.55,66.01,24.34
872.66,1278.88,71.4,64.76,97.69,102.85,167.42,138.25,33.09,46.95,15.14,77.93,82.25,88.36,83.34,85.15,74.55,37.78,106.11,101.89,98.95,35.82,99.38,40.67,46.85,10.54
872.79,1280.57,31.63,62.56,76.8,106.46,111.11,104.87,9.91,19.16,1.14,68.14,55.14,82.62,43.57,50.34,28.41,15.53,53.05,63.86,60.07,11.98,54.61,18.38,10.63,0
872.92,1282.27,29.35,54.86,66.73,71.93,89.98,103.01,25.43,7.07,1.34,43.27,49.27,94.47,26.26,31.66,26.41,45.6,11.61,54.97,73.67,12.92,0,6.13,0,0
873.05,1283.96,54.44,82.19,42.37,116.49,89.94,67.9,26.91,12.34,1.34,30.42,49.11,69.02,57.99,20.35,46.44,62.36,37.39,30.61,47.69,17.15,9,11.49,0,8.96
873.17,1285.65,87.36,110.02,51.17,79.23,124.76,129.32,34,23.67,11.77,48.61,47.98,74.27,79.85,38.17,76.93,97.12,63.65,65.89,69.83,45.59,23.57,16.3,0,33.71
873.3,1287.34,72.44,119,48.45,129.17,115.1,116.92,19.22,21.52,10.43,59.28,68.99,76.32,72.51,47.13,74.57,63.84,67.57,60.31,54.45,32.67,23.57,10.17,0,33.71
873.43,1289.03,64.11,138.59,66.67,120.41,117.4,141.83,21.35,33.62,15.09,77.2,74.26,76.3,55.42,95.67,65.12,39.81,49.89,79.15,73.64,28.44,19.92,4.82,13.48,24.75
873.56,1290.72,79.39,121.1,71.82,134.28,89.01,109.37,4.35,23.96,15.37,66.26,61.3,44.08,40.58,101.13,37.58,17.03,21.8,33.41,39.46,9.27,5.34,0,13.48,0
873.69,1292.41,105.93,95.55,89.57,121.13,123.92,127.54,3.6,34.2,26.05,55.57,54.29,35.79,69.66,111.5,65.3,12.58,35.29,44.26,28.88,32.6,12.28,16.95,13.48,2.9
873.82,1294.1,131.74,80.93,86.26,174.27,164.13,137.35,8.11,26.01,38.15,60.25,58.98,68.53,84.32,113.46,80.92,29.3,40.37,44.36,31.23,64.76,28.76,19.95,30.47,15.86
873.95,1295.78,110.71,77.47,106.76,219.6,190.2,145.68,15.77,24.35,31.04,58.85,93.96,81.18,89.44,92.21,85.02,40.17,37.9,66.93,44.74,55.49,28.76,19.95,30.47,34.98
874.08,1297.47,127.16,123.16,118.09,255.13,235.12,202.19,37.22,36.09,63.06,70.7,120.82,75.42,102.37,129.11,76.59,72.77,26.26,62.98,49.4,59.16,32.22,32.9,49.81,47.95
874.2,1299.15,98.1,110,139.24,174.84,220.57,191.23,29.1,26.03,47.54,87.8,137.94,36.92,75.44,121.14,71.3,55.45,5.77,49.51,55.21,29.33,10.4,29.9,34.53,34.99
874.33,1300.84,83.98,98.12,128.65,138.85,225.98,197.91,35.23,26.03,43.93,113.16,142.97,61,74.09,122.09,83.59,32.6,5.77,26.03,69.62,31.22,10.4,29.9,34.53,38.66
874.46,1302.52,85.23,72.6,119.77,133.27,183.47,158.99,31.38,20.82,17,114.54,120.37,91.78,52.43,105.39,69.23,25.69,7.55,23.84,85.41,21.7,0,20.91,49.51,58.69
874.59,1304.2,103.64,88.58,90.05,158.88,165.81,223.59,37.32,38.98,30.19,84.41,99.24,113.7,69.58,85.83,61.01,37.07,26.13,32.78,65.34,34.32,0,23.14,34.95,88.56
874.72,1305.88,152.64,120.15,108.92,202.8,181.79,212.82,56.16,77.49,53.29,79.07,95.25,123.76,93.3,103.19,73.38,59.46,47.06,67.22,53.21,32.43,0,58.69,70.22,97.3
874.85,1307.56,108.24,128.99,122.39,196.01,161.06,250.36,45.91,73.55,51.96,73.33,82.19,96.4,90.61,88.79,83.32,33.77,58.82,48.85,23.4,17.92,0,41.98,42.14,89.6
874.98,1309.24,112.11,111.42,138.8,198.85,177.3,198.18,49.9,55.38,57.2,86.61,76.15,119.75,85.83,100.31,64.52,22.4,40.25,34.44,16.79,2.96,0,39.85,48.64,75.82
875.1,1310.91,65.8,81.35,129.02,187.54,135.39,207.2,55.35,26.47,51.24,72.59,50.81,108.12,54.52,71.63,45.85,21.19,19.31,10.28,0.68,10.66,1.76,28.85,24.61,53.49
875.23,1312.59,89.53,89.65,76.61,154.31,99.23,149.29,69.82,28.57,51.62,47.65,45.05,84.8,50.23,37.05,50.54,33.43,0,10.28,3.54,7.69,1.76,54.86,38.26,45.19
875.36,1314.26,55.64,119.99,76.58,110.16,63.8,125.12,59.89,44.48,41.36,52.24,53.66,57.79,61.31,16.75,59.25,42.63,0,33.93,2.86,7.69,1.76,73.56,39.59,51.57
875.49,1315.94,39.24,111.14,70.04,93.86,62.57,81.81,21.8,53.06,34.89,45.87,45.96,36.47,72.52,30.59,51.77,21.45,0,23.66,17.29,0,0,74.73,70.05,57.75
875.62,1317.61,20.98,62.45,71,98.41,93.51,47.01,8.54,34.09,20.07,45.87,34.71,36.79,57.86,30.59,25.65,9.2,0,24.18,14.43,0,0,50.35,60.64,75.05
875.75,1319.28,26.55,14.92,51.43,130.48,91.31,24.39,26.48,33.25,11.52,26.88,2.98,36.87,30.14,34.71,12.51,1.46,0,0.52,14.43,0,0,59.77,66.03,79.49
875.87,1320.95,32.83,0.73,33.56,84.65,85.85,39.19,33.38,24.1,19.98,13.37,0,22.16,23.64,20.4,16.99,1.46,0,0.52,0,0,9.66,45.54,55.43,72.94
876,1322.62,24.17,0.73,43.85,50.98,64.58,60.83,37.39,32.42,34.38,13.37,0.67,21.84,28.95,20.4,16.99,1.46,0,0,0,3.51,9.66,50.77,44.94,62.85
876.13,1324.29,26.64,0,30.85,3.3,43.93,46.19,39.74,20.41,38.99,3.25,1.97,11.78,28.95,0,25.22,0,0,0,0,3.51,9.66,35.35,55.82,56.11
876.26,1325.96,14.22,0,21.24,3.3,24.08,22.03,32.84,11.98,30.5,3.38,13.26,22.22,12.35,0,8.24,0,0,0,0,3.51,0,23.87,43.6,67.94
876.39,1327.63,14.97,0,10,0,0,0,28,3.66,16.1,3.38,12.59,22.22,0,0,8.24,0,0,0,0,0,0,12.79,43.6,40.84
876.51,1329.29,0.75,0,0,0,0.91,2.74,33.52,9.14,26.53,11.9,13.46,18.13,3.06,0.51,0,0,0,0,0,0,0,11.86,18.88,52.92
876.64,1330.96,7.87,22.18,0,0,0.91,2.74,50.77,18.86,15.89,10.38,2.17,13.07,3.06,0.51,0,0,0,0,0,0,0,14.8,11.15,51.24
876.77,1332.62,28.21,22.97,7.63,12.06,0.91,18.82,55.2,39.38,26.06,10.38,3.04,13.07,15.35,0.9,0,0,0,0,0,0,0,20.59,20.15,82.1
876.9,1334.28,42.07,35.16,12.98,18.27,0,16.07,46.87,37.36,11.32,5.21,7.87,5.38,12.29,14.23,0,0,0,0,0,0,0,26.48,20.15,78.67
877.03,1335.95,34.96,13.59,16.74,20.66,5.78,16.07,35.45,38.57,23.79,5.21,8.03,0,12.29,19.19,0,0,0,0,0,0,0,39.94,28.57,77.15
877.15,1337.61,47.75,12.8,9.11,9.64,6.45,18.7,50.26,36.69,13.62,5.21,7.16,0,0,18.81,0,0,0,0,0,0,0,34.15,30.57,46.3
877.28,1339.27,44.37,14.63,3.75,10.47,8.03,41.61,39.87,30.16,16.14,7.45,0.16,0,0,4.97,0,0,0,0,0,0,0,16.4,30.57,18.47
877.41,1340.92,64.89,31.73,2.15,56.93,57.21,41.61,66.38,32.65,21.24,46.07,17.77,8.07,16.8,7.84,0,0,0,0,0,0,0,33.12,30.93,6.21
877.54,1342.58,46.03,31.73,2.15,55.89,71.68,22.91,50.8,50.03,32.8,46.07,40.94,13.9,16.8,17.83,0,0,0,0,0,0,0,61.9,44.52,28.75
877.66,1344.24,57.87,46.13,2.15,74.71,102.89,26.37,53.56,59.19,55.48,58.95,40.94,15.38,33.39,19.11,13.53,0,18.52,19.86,0,0,0,82.11,57.53,41.4
877.79,1345.9,71.86,64.01,11.99,59.04,56.28,52.26,44.12,57.39,57.29,22.63,27.64,7.31,21.7,11.27,21.56,0,18.52,22.53,0,0,0,80.21,68.26,54.85
877.92,1347.55,78.34,69.88,11.99,106,100.85,98.16,44.8,36.71,68.22,28.14,12.13,1.48,34.11,1.27,25.56,0,18.52,22.53,0,0,0,58.42,52.44,62.08
878.05,1349.2,87.52,41.45,43.54,116.92,84.82,71.79,44.17,37.37,56.51,18.99,31.8,0,23.91,4.71,15,0,0,11.5,4.96,0,0,70.65,53.3,79.33
878.17,1350.86,78.85,6,51.05,133.01,99.3,82.52,37.33,44.5,43.25,42.75,32.91,0,18.8,4.71,22.25,0,0,8.84,4.96,0,0,57.67,28.62,93.7
878.3,1352.51,68.67,0.14,57.31,86.04,58.3,58.76,43.28,40.09,38.78,49.2,31.71,0,6.39,4.71,35.63,0,0,18.33,4.96,0,0,68.47,38.06,76.52
878.43,1354.16,47.08,23.26,25.76,83.94,64.92,88.2,50.14,30.25,45.22,38.03,12.04,10.15,0.37,0,32.66,0,0,9.49,2.8,0,0,49.85,24.19,74.24
878.56,1355.81,39.52,72.26,15.39,34.67,42.09,51.57,51.67,10.93,43.01,17.76,6.47,10.15,0.37,0,17.97,0,0,17.44,2.8,0,0,62.56,18.21,45.64
878.68,1357.46,40.9,72.26,9.13,50.16,36.06,58.46,34.45,12.67,28.03,5.79,18.13,27.75,4.1,0,17.53,0,7.5,7.95,2.8,0,0,57.84,16.12,47.28
878.81,1359.1,30.99,49.13,9.13,39.37,23.66,34.96,38.46,34.64,19.29,5.79,18.13,17.6,3.73,0,17.53,0,7.5,7.95,0,0,0,61.69,25.48,25.14
878.94,1360.75,16.1,0,0,39.37,31.29,34.96,44.6,34.64,26.34,6.49,18.13,17.6,3.73,7.24,21.14,0,7.5,0,0,0,0,38.66,42.75,27.13
879.06,1362.4,19.03,0,21.58,23.88,18.61,19.16,61.86,22.54,23.28,10.26,0,0,0,7.24,8.21,0,0,3.84,0,0,0,25.58,26.62,12.9
879.19,1364.04,19.03,0,21.58,0,20.29,24.08,48.14,0.57,10.95,10.26,0,0,0,7.24,8.21,0,0,3.84,0,0,0,7.91,17.27,6.41
879.32,1365.69,15.62,11.24,21.58,0,12.66,24.08,30.32,0.57,0,3.77,0,0,0,2.23,4.01,0,0,3.84,0,0,0,2.57,0,21.76
879.45,1367.33,0,20.36,0,0,12.66,10.87,20.85,7.73,0,8.68,0,0,0,5.29,1.37,0,0,0,0,0,0,2.57,30.15,49.12
879.57,1368.97,0,26.81,0,7,0,0,29.18,13.9,23.43,8.68,0,8.69,0,14.97,1.37,0,0,0,0,0,0,13.45,52.99,74.19
879.7,1370.61,0,15.57,0,25.87,9.33,15.07,23.26,31.4,36.51,8.68,0,8.69,0,12.73,1.37,0,0,0,0,0,0,31.03,69.76,66.12
879.83,1372.25,14.7,6.45,19.01,32.2,29.68,22.47,33.62,32.72,47.45,0,3.99,22.3,11.43,9.67,11.91,0,6.96,8.1,0,0,0,63.33,69.86,49.61
879.95,1373.89,14.7,29.07,19.01,31.77,55.52,42.66,18.93,26.55,29.62,5.89,19.45,27.36,11.43,4.77,11.91,0,11.06,12.01,0,0,0,72.37,50.86,24.53
880.08,1375.53,14.7,29.07,26.4,12.9,53.1,54.14,27.78,13.34,37.69,5.89,19.45,27.36,11.43,4.77,11.91,0,11.06,21.62,0,0,0,52.22,69.09,21.48
880.21,1377.16,39.3,57.36,25.83,55.04,62.3,97.24,22.18,25.7,57.33,5.94,17.73,25.7,39.05,31.95,0,0,21.81,17.39,0,0,0,64.37,55.88,34.99
880.33,1378.8,53.37,41.31,25.83,55.69,69.01,92.52,22.18,27.58,51.73,0.05,5.82,11.95,39.05,27.17,0,0,17.72,13.49,0,0,0,44.46,52.04,34.99
880.46,1380.43,103.02,72.19,42.1,111.48,86.11,114.52,13.32,28.75,47.85,0.05,11.52,11.95,39.05,27.17,0,0,17.72,3.88,0,0,0,44.46,17.04,24.36
880.59,1382.07,85.71,100.09,47.3,125.81,74.84,78.81,7.43,22.82,20.53,0,30.33,15.8,0.73,0,0,0,0,0,0,0,0,0,0,0
880.71,1383.7,83.12,87.07,50.02,155.87,95.62,86.82,7.43,20.94,24.26,3.9,26.79,15.8,0.73,0,0,0,0,0,0,0,0,0,0,0
880.84,1385.33,49.33,75.83,46.4,118.1,122.24,107.01,30.73,37.82,26.09,34.86,41.64,49.77,5.74,0.74,24.1,5.89,0,0,0,0,0,15.98,0,0
880.97,1386.96,37.02,26.73,56.59,127.18,179.04,132.37,51.43,25.49,41.7,60.35,59.63,38.48,5.04,10.51,38.57,5.89,13.28,14.48,0,0,0,32.03,31.56,22.32
881.09,1388.59,44.42,50.63,55.14,135.65,153.23,124.12,57.73,28.46,51.33,63.01,93.79,63.42,13.12,20.64,58.4,18.67,13.28,14.48,0,0,0,60.82,48.18,36.05
881.22,1390.22,32.74,33.82,41.95,162.06,105.7,77.82,34.43,6.13,34.53,32.05,73.23,29.45,8.12,19.9,57.28,12.78,13.28,14.48,0,0,0,61.46,62.64,47.96
881.35,1391.85,23.04,26.72,8.13,91.43,30.63,37.68,19.62,2.98,15.64,6.56,44.51,24.94,13.93,10.13,42.82,12.78,0,0,0,0,0,52.66,47.48,43.18
881.47,1393.47,30.21,11.09,7.46,45.68,30.34,22.45,15.71,12.7,3.98,0,15.48,17.29,5.85,13.82,40.19,0,0,0,0,0,0,61.09,46.87,57.96
881.6,1395.1,26.03,8.6,0.6,1.24,51.88,0,32.51,12.7,1.7,4.85,23.95,17.94,7.61,13.82,17.2,0,0,0,0,0,0,55.97,55.72,61.53
881.73,1396.72,26.09,8.6,1.77,0,51.88,0,19.19,12.7,1.7,7.6,13.59,17.94,1.76,13.82,17.2,0,0,0,0,0,0,64.96,62.01,50.21
881.85,1398.35,4.46,0.51,6.3,0,24.65,0,16.8,0,0,7.6,16.96,16.69,2.45,0,0,0,0,0,0,0,0,31.51,45.99,21.7
881.98,1399.97,4.46,0.18,7.52,0,0,0,2.72,0,0,26.2,15.24,16.04,3.69,0,0,0,0,0,0,0,0,20.01,22.7,17.27
882.1,1401.59,4.41,0.18,6.35,0,0,0,2.72,0,0.2,23.45,15.24,23.63,3.69,0,0,0,0,0,0,0,0,6,0,11.05
882.23,1403.21,0,0,1.22,0,0,0,2.72,0,0.2,23.45,6.75,7.58,3,0,0,0,0,0,0,0,0,2.24,0,11.05
882.36,1404.83,0,0,0,0,0,0,0,0,0.2,0,3.2,20.73,0,0,0,0,0,0,0,0,0,2.24,0,0
882.48,1406.45,0,0,0,0,0,0,0,0,0,0,3.2,13.15,0,0,0,0,0,0,0,0,0,0,0,0
882.61,1408.07,0,0,0,0,0,0,0,0,0,0,3.2,13.15,0,0,0,0,0,0,0,0,0,6.66,0,0
882.73,1409.68,0,0,0,0,0,0,0,14.22,5.71,0,0,0,0,0,0,0,0,0,0,0,0,22.5,12.21,22.22
882.86,1411.3,8.23,0,4.8,0,0,0,0,14.22,5.71,6.26,0,1.92,5.02,0,0,0,0,0,0,0,0,34.98,18.72,31.07
882.99,1412.91,8.23,0,4.8,0,0,0,0,14.22,5.71,6.26,0,1.92,5.02,0,0,0,0,0,0,0,0,41.66,18.72,31.07
883.11,1414.53,8.23,0,4.8,0,0,0,0,0,0,6.26,0,2.72,5.02,0,0,0,0,0,0,0,0,25.81,11.7,24.1
883.24,1416.14,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,47.15,6.01,15.25
883.36,1417.75,0,0,0,0,0,0,0,0,13.54,0,0,0.8,0,0,0,0,0,0,0,0,0,33.82,40.34,19.33
883.49,1419.36,0,0,0,0,0,0,0,0,13.54,0,5.18,0,0,9.41,0,0,0,0,0,0,0,33.82,35.14,26.81
883.61,1420.97,0,0,0,0,0,0,0,0,13.54,0,5.18,0,0,9.41,0,0,0,0,0,0,0,13.16,51.45,42.73
883.74,1422.58,0,0,0,0,0,0,6.67,0,0,0,5.18,0,0,9.41,13.88,0,4.2,0,0,0,0,15.96,25.21,56.87
883.87,1424.19,0,0,0,0,0,0,9.5,6.58,8.91,0,0,0,0,9.47,33.17,4.61,4.2,0,0,0,0,39.38,47.25,50.01
883.99,1425.79,0,0,0,0,0,0,9.5,6.58,8.91,0,2.81,0,0,9.47,33.17,4.61,21.56,0,0,0,0,54.16,34.33,58.48
884.12,1427.4,23.13,0,0,0,0,0,2.83,6.58,11.63,0,2.81,11.46,6.7,36.63,39.95,13.01,32.69,19.36,4.59,0,0,81.61,76.75,89.95
884.24,1429,23.13,0,1.45,0,0,0,4.98,13.7,2.73,12.73,2.81,11.46,6.7,27.16,20.66,12.53,32.69,19.36,4.59,0,0,108.5,99.94,117.19
884.37,1430.61,23.13,0,1.45,0,0,0,4.98,20,2.73,26.17,0,19.81,29.46,27.16,20.66,20.73,15.33,19.36,4.59,0,9.08,97.28,132.69,136.33
884.49,1432.21,0,0,1.45,0,0,0,4.98,20,7.93,38.32,23.54,16.78,26.19,22.86,11.05,15.71,37.05,0,0,0,30.56,105.94,111.99,154.68
884.62,1433.81,0,1.4,0,21.49,3,0,0,9.16,12.01,41.69,27.04,24.17,44.06,49.82,31.53,41.26,70.09,23.09,0,0,35.21,69.15,85.51,176.25
884.74,1435.41,0,8.67,0,21.49,3,0,0.58,16.11,12.01,39.97,32.16,28.84,41.49,69.11,58.01,63.27,118.68,54.06,4.52,0,28.19,105.81,94.47,191.6
884.87,1437.01,0,8.67,20.17,21.49,50.34,28.93,1.36,16.11,8.37,27.81,8.61,20.41,53.72,72.31,55.22,103.73,102.21,72.37,47.78,21.86,23.31,120.58,112.2,183.72
884.99,1438.61,0,7.28,20.17,0,56.6,34.73,1.99,22.53,13.4,15.35,5.12,30.68,68.3,80.85,50.79,125.2,88.42,78.6,73.78,54.18,38.45,173.34,169.94,188.17
885.12,1440.2,0,0,27.11,0,56.6,39.2,1.4,9.27,13.4,3.64,2.91,17.65,67.12,94.97,57.59,130.9,58.86,66.72,98.46,84.74,78.49,188.99,181.89,201.18
885.24,1441.8,1.05,0,8.67,0,9.26,10.28,0.63,9.81,9.11,3.64,2.91,17.65,65.06,91.89,77.2,124.4,82.76,101.97,77.94,119.69,109.01,206.07,193.95,217.29
885.37,1443.4,7.64,10.05,8.67,0,0,4.47,0,17.37,16.63,0,2.91,0,68.47,64.6,81.93,115.34,102.77,93.34,90.21,129.77,134.32,205.93,197.44,223.51
885.49,1444.99,7.64,15.69,1.73,0,24.31,13.36,5.66,34.29,17.99,0,0,0,76.67,67.77,79.78,139.07,135.58,132.49,97.62,143.65,104.09,194.24,220.72,224.5
885.62,1446.58,25.71,26.84,0,0,24.39,13.36,11.31,33.76,28.31,0,0.43,1.77,118.89,62.96,60.99,152.48,117.39,115.66,122.04,122.89,102.56,204.87,244.98,223.82
885.74,1448.18,22.14,16.8,28.42,0,24.39,13.36,11.31,19.47,11.68,0,5.41,1.77,117.46,74.17,64.55,157.9,117.88,140.16,124.81,139.81,97.04,202.16,214.58,242.8
885.87,1449.77,22.14,11.15,28.42,0,0.08,0,5.65,8.75,10.32,0,9.86,1.77,113.93,63.94,82.34,139.54,113.27,122.9,135.16,147.63,114.1,221,197.06,242.67
885.99,1451.36,3.02,0,28.42,0,0,0,0,13.6,15.89,0,9.43,0,83.42,67.74,89.82,120.87,138.01,115.98,143.19,159.48,120.85,184.5,165.54,200.86
886.12,1452.95,11.86,5.02,0,25.05,24.46,0,16.09,11.05,38.87,28.69,4.44,4.89,93.7,80.66,100.1,132.97,119.52,112.52,162.68,178.79,138.06,187.11,169.12,157.83
886.24,1454.53,14.21,5.02,6.14,25.05,24.46,0,16.09,4.85,43.05,57.4,0,17.49,87.22,79.48,78.61,128.31,123.94,115.95,166.74,182,186.84,169.61,171.58,144.01
886.37,1456.12,14.21,13.59,6.14,51.8,24.46,14.4,20.65,0,31.21,81.91,1.32,38.25,110.32,95.88,96.69,145.55,124.58,141.61,181.05,187.79,143.53,176.98,163.93,151.74
886.49,1457.71,2.35,8.57,6.14,31.91,0,14.4,4.56,0,8.23,55.55,5.8,38.28,100.42,109.96,90.79,133.79,157.24,133.94,161.36,154.59,121.91,153.35,166.94,117.8
886.62,1459.29,0,8.57,1.33,31.91,20.42,36.17,8.82,0,4.05,38.66,28.76,25.68,83.21,110.05,87.24,109.04,161.57,111.62,169.37,141.08,85.97,145.71,139.27,81.19
886.74,1460.88,7.16,0,9.33,30.67,47.21,56.19,10.99,16.53,0.8,53.78,61.9,27.2,75.57,106.39,97.26,108.19,168.46,85.86,167.27,177.15,125.94,139.63,134.16,71.13
886.87,1462.46,7.16,11.09,9.33,26.14,47.21,84.62,12.85,27.19,0.8,82.13,57.43,22.95,71.28,108.4,90.3,105.34,177.03,91.78,207.53,203.56,159.92,147.53,100.37,79.39
886.99,1464.04,49.27,33,42.15,94.37,54.79,91.73,16.05,34.09,14.93,106.4,42.38,46.37,119.02,150.1,127.02,147.5,182.6,137.7,242.13,248.32,201.26,158.76,120.24,113.64
