WP-00790,,PMMA0.5ppm-1,PMMA0.5ppm-2,PMMA0.5ppm-3,PMMA1ppm-1,PMMA1ppm-2,PMMA1ppm-3,PMMA5ppm-1,PMMA5ppm-2,PMMA5ppm-3,PMMA10ppm-1,PMMA10ppm-2,PMMA10ppm-3,PMMA50ppm-1,PMMA50ppm-2,PMMA50ppm-3,PMMA100ppm-1,PMMA100ppm-2,PMMA100ppm-3,PMMA200ppm-1,PMMA200ppm-2,PMMA200ppm-3
Wavelength,Wavenumber,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed
914.23,1799.98,13.24,0.07,9.08,0,4.98,0,11.98,1.16,13.74,9.61,14.84,13.97,93.01,92.58,84.74,40.52,61.65,44.83,87.85,83.54,82.86
914.35,1801.34,12.22,1.67,9.33,0,4.98,5.24,9.58,1.16,3.46,12.74,4.97,8.62,89.86,93.42,80.58,36.25,57.39,39.22,78.76,82.09,86.43
914.46,1802.69,1.25,9.66,2.36,0,0,5.24,8.89,11.81,10.08,6.97,4.97,5.51,76.82,89.37,77.52,51.41,53.23,37.71,80.11,79.74,79.1
914.57,1804.04,1.25,9.66,21.86,6.16,6.09,5.24,22.29,14.46,15,15.57,6.57,10.62,91.32,80.86,101.01,72.03,61.62,42.09,86.01,92.28,100.66
914.68,1805.39,1.25,7.98,19.51,6.16,6.09,0,22.29,14.46,15,8.6,1.6,10.62,80.04,65.89,84.71,54.63,52.9,37.36,87.79,71.37,83.43
914.8,1806.73,10.37,0,19.51,6.16,6.09,0,22.7,6.2,4.92,14.95,6.29,16.61,63.75,49.26,60.74,27.9,28.99,24.95,54.9,37.12,77.19
914.91,1808.08,10.69,0,0,0,0,0,9.3,3.55,0,6.35,4.68,11.51,27.1,25.44,24.09,7.28,5.39,17.65,17.45,5.37,32.53
915.02,1809.43,10.69,0,0,0,0,0,9.3,3.55,0,6.35,4.68,11.51,11.63,15.13,12.62,5.87,0,10.55,1.04,0,21.91
915.13,1810.77,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
915.25,1812.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
915.36,1813.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
915.47,1814.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
915.58,1816.14,0,0,0,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
915.7,1817.48,0,0,0,4.61,2.03,3.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
915.81,1818.82,9.27,12.07,13.98,12.22,4.65,18.65,16.75,13.36,10.54,11.63,19.97,7.78,5.6,5.4,0,6.94,0,0,0.24,0,0
915.92,1820.16,9.27,12.07,13.98,10.65,4.65,18.65,16.75,13.36,10.54,11.63,19.97,7.78,5.6,5.4,0,6.94,0,0,0.24,0,0
916.03,1821.5,10.76,12.07,13.98,7.61,2.61,20.02,16.75,13.36,10.54,11.63,19.97,7.78,5.6,5.4,0,6.94,0,0,0.24,0,0
916.15,1822.83,4.91,9.23,5.79,9.31,7,14.06,3.53,7.82,0,0,0,10.52,2.99,10.44,6.6,8.29,0,0,0.71,0,0
916.26,1824.17,4.91,9.23,5.79,16.18,7,14.06,3.53,7.82,0,0,0,10.72,11.43,16,15.98,14.02,0,0,4.36,2.49,2.8
916.37,1825.5,11.93,23.23,5.79,16.18,17.03,8.81,20.79,7.82,12.36,13.63,6.65,29.5,27.54,44.57,39.37,24.42,10.76,10.07,17.16,23.12,22.42
916.48,1826.83,8.51,14,11.91,6.87,14.07,0,17.89,0,22.08,15.73,9.1,28.56,33.24,34.93,57.39,16.13,11.42,17.36,34.63,26.12,34.74
916.59,1828.17,14.77,19.42,11.91,5.65,14.07,5.15,20.22,0,27.16,15.73,14.35,44.4,36.37,32.05,58.18,10.91,15.97,22.21,39.53,23.63,40.96
916.71,1829.5,6.26,12.89,11.91,13.3,4.04,5.15,2.95,8.33,14.8,2.1,7.7,29.12,20.25,6.73,45.51,0.51,10.31,13.54,26.72,3,21.34
916.82,1830.83,7.7,16.17,11.12,13.3,0,5.15,7.15,8.33,5.08,0.59,5.25,30.29,19.71,5.93,24.96,0.51,9.66,6.25,8.55,0,9.02
916.93,1832.16,1.44,20.06,11.12,7.65,1.83,2.24,4.82,8.33,0,0.59,7.08,14.45,8.13,3.24,14.79,0,5.11,1.4,0,0,0
917.04,1833.49,1.44,16.62,15.63,0,7.32,2.24,8.02,0,0,0.59,7.08,11.61,8.13,0,4.06,0,0,0,0,0,0
917.15,1834.81,0,13.33,4.51,0,7.32,2.24,3.2,0,0,0,7.08,0.87,0,0,0,0,0,0,0,0,0
917.26,1836.14,0,4.02,4.51,0,5.97,0,3.2,0,0,0,0,0.66,0,0,0,0,0,0,0,0,0
917.38,1837.46,0,0,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
917.49,1838.79,0,0,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
917.6,1840.11,0,1.71,3.17,0,0,0,0,0,0,0,6.72,0,0,0,0,0,0,0,0,0,0
917.71,1841.43,0,1.71,3.17,0,0,0,8.07,6.11,1.76,0,6.72,0,0,0,0,0,0,0,0,0,0
917.82,1842.75,0,1.71,3.17,0.78,0,0,8.07,6.11,1.76,0,6.72,0,0,0,0,4.92,0,0,0,0,0
917.93,1844.07,0,0,0,0.78,0,0,8.07,6.11,3.2,0,1.64,2.41,1.67,11.76,15.24,4.92,0,2.69,13.14,1.86,6.23
918.04,1845.39,19.11,10.66,8.76,9.04,13.78,2.75,8.75,25.82,11.53,6.7,9.06,16.94,22.2,27.05,40.35,26.49,17,14.59,32.63,13.74,27.49
918.15,1846.71,19.11,10.66,8.76,8.26,13.78,2.75,8.75,25.82,11.53,6.7,9.06,16.94,22.2,27.09,40.35,21.57,17,14.59,32.63,13.74,27.49
918.27,1848.03,20.78,10.66,8.76,9.66,13.78,2.75,8.75,25.82,10.1,6.7,7.42,14.53,20.53,15.33,25.11,21.57,17,11.9,19.49,11.88,21.25
918.38,1849.35,11.68,1.57,0,10.08,0,3.17,6.97,0,9.64,14.59,6.33,0,5.67,0.04,0.24,1.77,4.88,0,0,5.15,0
918.49,1850.66,11.68,1.57,0,10.08,0,3.52,6.97,0,9.64,14.59,6.33,0,5.67,0,0.24,1.77,4.88,4.54,0,5.15,0
918.6,1851.97,20.79,12.93,1.42,11.04,0,3.52,7.38,0.85,9.64,14.59,6.67,0,30.16,20.25,22.97,9.42,16.65,4.54,15.26,21.77,19.67
918.71,1853.29,17.67,12.49,5.27,8.77,2,3.91,13.25,4.15,15.49,7.14,6.9,5.99,60.28,57.12,50.75,19.95,27.2,32.85,37.32,42.36,49.81
918.82,1854.6,17.67,12.49,5.27,8.77,2,3.57,13.25,4.15,15.49,7.14,6.9,5.99,82.47,71.41,81.51,28.37,27.2,33.39,59.62,59.67,71.17
918.93,1855.91,20.2,19.03,15.79,28.81,2,11.79,33.44,10.71,42.4,25.27,20.46,21.99,99.58,95.18,92.62,54.57,51.08,53.91,84.89,72.26,83.77
919.04,1857.22,17.72,19.23,11.94,22.4,0,8.23,20.6,7.41,26.9,18.13,13.9,15.99,67.68,64.28,75.72,49.43,35.65,30.78,62.84,46.85,66.04
919.15,1858.53,17.72,21.33,20.73,34.9,5.47,11.21,33.06,14.37,30.66,29.03,19.23,18.43,54,68.6,64.71,41.02,43.96,35.53,67.33,41.33,72.19
919.26,1859.84,4.41,3.43,17.79,15.14,5.47,2.98,15.12,6.96,9.04,10.9,14.67,2.43,25.32,35.92,30.88,7.17,8.31,16.29,26.79,14.47,46.34
919.37,1861.15,0,2.1,17.79,15.49,11.49,8.15,20.54,6.96,9.04,10.9,14.67,2.43,28.29,33.89,23.52,0,8.31,11.12,26.79,14.14,33.95
919.48,1862.45,1.89,0,9,5.38,6.02,5.17,8.08,0,5.74,0,9.34,0,19.78,15.29,3.77,0,0,1.28,0,2.35,6.42
919.59,1863.76,26.53,27.91,31.92,20.48,24.46,22.41,24.69,15.14,20.99,15.52,18.99,12.08,44.63,35.15,37.11,15.59,13.42,19.93,32.74,31.38,36.79
919.7,1865.06,26.53,27.91,31.92,20.13,18.44,17.28,19.26,15.14,20.99,18.7,21.64,16.49,50.59,56.44,54.74,24.94,15.62,19.93,58.39,61,56.49
919.81,1866.36,39.22,36.77,43.78,18.33,26.08,18.68,42.47,15.14,23.34,25.09,26.17,28.11,97.7,95.64,91.42,49.29,29.14,32.29,89.5,104.74,92.98
919.92,1867.67,25.36,12.58,15.9,0.58,7.64,9.32,34.95,13.98,3.13,19.6,9.04,26.31,103.43,103.71,107.49,61.5,39.03,35.83,104.43,131.32,101.9
920.03,1868.97,28.54,13.71,27.68,5.32,7.64,13.83,46.76,29.06,3.13,36.34,13.13,26.73,127.71,125.66,130.44,89.92,66.48,60.62,134.26,156.13,135.71
920.14,1870.27,23.65,5.17,24.12,4.74,0,13.78,23.55,29.06,0.33,29.95,16.66,15.11,119.77,134.05,132.5,86.13,69.03,73.16,158.19,161.05,143.31
920.25,1871.57,19.99,9.18,32.11,6.61,1.33,5.94,11.81,19.11,13.32,30.68,17.41,13.19,125.37,138.66,143.44,89.89,62.81,83.26,163.35,169.86,140.79
920.36,1872.87,30.09,9.29,20.33,1.88,16.79,1.38,0,9.27,18.82,12.52,23.27,8.36,131.09,122.71,126.49,72.1,53.7,91.81,157.28,154.78,133.38
920.47,1874.16,20.39,13.28,12.03,1.88,16.79,0.86,5.67,9.27,22.05,12.52,15.34,12.92,121.35,97.98,116.76,74.2,52.15,78.91,126.77,131.92,121.86
920.58,1875.46,13.28,5.55,2.22,0,15.46,0.83,5.67,5.23,9.59,1.75,12.74,4.56,94.83,68.8,70.92,58.19,43.49,51.57,103.15,79.29,95.57
920.69,1876.75,6.81,29.41,13.61,12.68,14.53,14.33,13.47,20.15,15.44,17.02,8.03,33.2,98.98,71.62,83.73,64.18,53.17,49.9,95.2,72.33,83.6
920.8,1878.05,11.89,25.11,16.95,12.68,14.53,13.5,11.22,20.6,14.19,27.13,9.88,30.05,96.01,77.66,91.11,51.73,44.4,51.11,100.47,72.58,83.87
920.91,1879.34,19.15,29.33,27.89,18.69,20.08,19.34,23.49,23.58,13.81,28.22,21.85,42.44,117.59,101.92,119.36,54.83,74.19,68.22,113.96,105.07,115.02
921.02,1880.63,16.32,4.22,16.5,16.68,11.78,5.83,19.34,11.81,7.32,18.81,29.81,22.73,102.72,99.72,122.5,54.16,71.2,56.22,112.34,107.44,117.06
921.13,1881.93,22.7,16.33,30.54,33.79,29.79,11.09,20.74,20.93,6.37,8.7,41.98,27.57,108.41,92.75,110.53,52.71,83.77,66.45,121.28,117.37,111.99
921.24,1883.22,26.74,22.71,24.58,30.98,26.04,11.95,9.47,26.37,13.09,13.18,30.01,19.74,92.76,69.44,80.89,45.26,57.35,56.34,108.89,94.63,77.93
921.35,1884.51,22.76,22.71,24.58,20.31,19.81,11.95,5.82,17.99,8.23,5.57,14.16,10.81,62.33,37.56,37.53,19.95,30.13,36.67,69.06,59.88,44.42
921.46,1885.79,25.57,23.19,8.37,15.26,8.48,19.57,18.98,26.2,18.71,7.41,2.77,6.75,37.12,19.69,21.99,13.96,16.48,23.01,36.45,35.26,22.14
921.57,1887.08,16.36,12.59,4.16,12.06,6.68,12.88,17.99,18.08,11.51,1.84,2.77,2.19,8.6,11.16,12.12,2.76,4.69,9.79,6.13,13.31,12.86
921.68,1888.37,16.36,12.59,4.16,12.63,6.68,12.88,27.63,18.55,11.51,5.3,2.77,2.19,15.94,18.63,24.75,12.41,9.96,9.79,21.41,18.49,25.8
921.79,1889.65,10.92,3.15,4.05,0.57,12.11,0,17.22,0.77,8.42,3.45,1.82,11.57,35.16,42.86,49.32,23.2,18.43,13.25,31.26,35.66,47.97
921.9,1890.94,8.83,3.15,1.06,0.57,12.11,0,17.22,0.47,11.33,3.45,4.29,11.57,55.69,60.1,62.55,33.86,30.72,21.95,52.14,57.16,60.8
922.01,1892.22,10.28,17.92,8.39,12.92,26.07,16.41,17.8,3.44,34.05,21.13,12.41,27.77,94.91,96.66,91.45,61.98,51.2,46.43,86.65,96.67,97.98
922.12,1893.5,5.93,14.77,7.34,13.14,13.97,17.45,12.15,3.44,25.63,25.12,10.58,16.2,87.57,95.67,81.46,65.22,55.46,40.68,108.95,112.62,93.93
922.23,1894.78,5.93,31.6,18.06,13.14,13.97,31.44,13.11,9.33,27.51,32.97,28.29,34.46,106.45,115.56,105.35,78.02,64.95,58.82,132.13,132.14,123.45
922.33,1896.06,6.34,25.67,10.72,4.35,0,15.04,4.56,17.5,12.61,20.2,20.18,18.26,83.56,95.34,88.8,63.05,57.66,55.51,119.88,131.54,103.52
922.44,1897.34,1.96,25.67,12.7,4.13,0,14,6.22,28.72,12.61,16.21,23.64,18.26,87.21,91.34,91.14,53.3,49.26,52.1,102.85,113.17,102.82
922.55,1898.62,1.96,25.63,3.97,15.73,3.73,6.08,5.26,33.77,7.82,11.65,15.45,11.41,75.2,73.01,90.47,55.88,45.2,48.03,104.15,106.81,87.78
922.66,1899.9,13.57,22.24,11.98,24.47,16.43,6.11,3.59,22.16,13.46,14.1,23.3,13.68,71.18,70.34,81.47,55.14,43.14,41.96,102.13,88.11,72.09
922.77,1901.18,19.17,36.26,26.91,43.84,27.99,19.98,5.9,25.53,21.5,20.64,26.11,27.03,78.83,67.01,77.81,62.4,64.09,61.56,109.11,105.43,75.4
922.88,1902.45,19.17,19.49,31.71,32.25,24.99,20.59,6.71,14.59,21.5,20.3,14.12,26.39,61.7,58.89,41.69,36.35,50.26,46.38,77.65,79.96,60.27
922.99,1903.73,5.7,14.07,23.71,23.96,22.1,20.56,10,17.94,8.45,9.5,6.27,28.2,55.69,59.22,37.02,17.28,51.22,44.99,57.64,72.28,57.59
923.09,1905,10.72,7.76,9.39,8.11,10.54,13.71,13.73,3.35,7.18,5.04,8.18,16.11,38.44,52,41.46,8.33,37.28,29.71,47.75,40.72,45.02
923.2,1906.27,21.78,7.81,8.17,8.11,11.19,11.96,13.91,3.35,14.29,2.09,17.89,5.34,45.31,61.54,61.35,15.02,35.8,33.55,48.97,47.27,35.9
923.31,1907.54,21.78,8.04,8.17,3.52,5.94,11.96,10.63,0,13.88,4.43,21.35,5.14,48.95,52.54,60.01,15.3,23.77,30.16,51.98,38.94,43.9
923.42,1908.81,16.22,8.48,15.27,8.76,10.99,10.86,10.12,0.29,8.36,16.08,29.36,9.16,53.15,68.09,65.56,13.47,20.96,40.01,51.54,56.17,40.8
923.53,1910.08,10.87,28.81,27.59,32.66,16.84,24.31,23.83,7.51,15.73,29.21,38.94,20.2,74.24,63.52,68.67,31.2,43.71,39.75,70.66,72.62,54.92
923.64,1911.35,10.87,31.34,27.59,32.66,12.28,24.31,23.83,7.51,21.66,26.88,35.48,16.32,55.88,60.52,73,28.49,38.39,29.41,65.68,82.98,44.93
923.74,1912.62,5.71,23.18,17.9,23.9,7.22,18.39,14.7,7.22,20.41,13.14,19.28,11.04,42.96,32.23,40.88,24.98,25.16,11.16,48.49,53.88,46.73
923.85,1913.88,15.46,16.26,18.64,15.1,10.15,10.93,7.84,5.43,12.2,4.44,6.96,6.38,21.49,32.45,32.1,18.16,36.03,22.36,33.07,51.13,61.65
923.96,1915.15,22.45,18.77,30.48,27.33,16.12,21.32,17.57,7.77,15.77,13.28,9.33,20.84,57.8,53.44,46.76,34.8,49.99,46.64,50.77,57.5,87.01
924.07,1916.41,37.76,24.74,49.3,27.33,28.03,28.95,26.97,9.81,36.26,23.96,28.55,23.16,80.11,83.49,72.97,57.69,73.65,61.29,81.15,88.78,105.05
924.18,1917.68,35.81,16.46,33.68,19.83,25.6,25.12,31.42,12,29.99,24.26,38.89,19.5,79.3,77.37,79.52,58.56,49.2,55.5,88.42,85.72,88.32
924.28,1918.94,28.82,11.14,21.84,7.6,19.62,17.62,21.69,9.66,20.49,15.42,36.52,5.04,42.41,48.25,57.08,41.36,35.25,31.22,57.19,59.61,57.59
924.39,1920.2,13.51,5.17,3.02,7.6,7.72,9.98,15.13,13.17,0,5.71,17.3,2.73,18.94,18.2,37.29,18.48,11.59,16.57,29.47,39.23,39.87
924.5,1921.46,3.54,1.86,0.71,12.4,5.26,2.89,4.23,11.02,0,0.97,0,2.73,23.8,20.75,14.51,1.36,8.49,4.46,12.09,27.19,44.16
924.61,1922.72,17.71,20.35,18.05,38.04,16.11,7.46,15.94,25.83,12.79,22.17,9.82,19.65,43.86,44.42,32.85,23.09,28.7,25.97,35.68,53.32,63.56
924.71,1923.98,18.62,22.92,18.05,38.04,16.11,8.26,19.25,21.89,16.01,21.2,9.82,19.65,59.28,54.12,37.29,40.64,28.7,39.29,50.87,69.85,60.75
924.82,1925.24,26.96,36.26,35.05,28.15,18.62,10.28,40.33,33.05,31.88,36.18,29.78,32.65,63.14,76.01,66.85,60.53,40.96,61.87,74.85,86.17,79.73
924.93,1926.49,12.79,19.81,18.93,5.14,7.78,2.82,28.62,18.24,19.09,14.98,20.67,15.87,43.89,68.12,64.29,40.66,26.11,47.01,79.06,77.71,73.93
925.04,1927.75,23,20.01,33.22,21.42,10.37,5.14,23.9,22.28,15.87,14.98,23,18.97,53.65,75.23,69.07,34.79,34.63,46.15,88.27,75.6,83.48
925.14,1929,29.98,17.99,31.2,36.84,18.19,19.22,10.63,25.43,8.92,8.92,6.66,11.63,55.18,62.79,67.97,35.37,23.9,33.08,87.94,75.27,62.81
925.25,1930.26,31.68,15.95,29.97,34.21,18.19,19.22,10.63,25.43,8.92,8.92,5.96,11.49,64.05,59.01,58.86,39.63,29.51,50.01,72.28,80.95,73.49
925.36,1931.51,46.09,36.68,39.38,48.06,37.44,47.07,27.79,56.67,35.91,45.95,43.06,38.6,89.69,91.02,93.2,67,58.24,72.39,90.07,98.42,107.61
925.47,1932.76,27.23,26.19,25.22,30.67,21.84,33.68,22.39,42.69,29.5,39.11,45.27,30.48,87.79,82.8,84.99,57.15,62.42,67.22,83.99,88.68,120.53
925.57,1934.01,42.4,32.36,31.58,33.97,27.91,42.83,23.38,45.71,35.54,51.92,59.51,40.49,106.21,98.92,98.78,72.98,77.94,61.4,102.24,103.27,125.11
925.68,1935.26,16.87,8.85,8.85,3.85,6.07,11.86,4.78,14.17,9.23,14.89,20.16,13.48,69.42,68.16,63.02,49.26,49.24,34.02,84.95,83.66,96.49
925.79,1936.51,23.72,10,16.33,12.1,24.02,25.12,12.36,16.51,20.13,23.04,20.7,13.21,57.51,76.28,61.14,53.1,47.78,46.87,86.56,83.94,86.43
925.89,1937.76,6.86,3.82,18.36,8.8,17.95,15.97,11.37,18.4,20.59,10.24,19.79,10.97,42.84,60.3,52.5,35.16,21.29,38.96,73.73,56.12,69.6
926,1939,6.86,10.07,30.16,8.8,17.95,15.97,12.57,13.04,19.91,15.02,21,15.85,39.94,49.09,38.26,19.84,15.83,31.48,53.02,49.09,60.22
926.11,1940.25,12.76,14.63,27.07,0,4.7,0,7.24,4.91,24.91,12.94,14.62,15.85,46.82,46,33.84,21.14,16.16,22.8,49.43,50.51,56.63
926.21,1941.49,19.01,15.17,28.41,9.2,11.82,3.71,11.8,10.45,30.01,20.82,10.71,25.61,54.14,47.03,43.87,39.23,36.53,33.23,67.96,80.05,62.5
926.32,1942.74,19.01,14.61,20.52,9.79,11.82,4.16,10.61,10.45,30.01,17.63,12.58,20.15,72.58,74.16,82.71,57.95,56.76,50.13,106.28,105.72,80.48
926.43,1943.98,16.23,23.15,25.4,15.56,12.21,18.45,22.92,17.1,21.99,24.55,30.58,37.61,107.47,96.42,117.63,75.61,82.11,83.14,147.05,137.84,126.59
926.53,1945.22,9.98,22.61,26.94,6.36,5.08,14.74,29.9,13.85,10.39,16.67,23.22,30.59,142.03,123.34,140.55,87.94,95.8,94.48,157.17,146.63,153.04
926.64,1946.46,20.35,25.25,40.91,14.76,8.45,28.14,42.4,22.36,14.91,30.36,38.31,54.35,174.7,151.04,163.26,111.06,117.94,117.95,184.41,174.22,199.28
926.75,1947.7,27.1,20.65,43.99,22.26,13.7,21.64,34.25,24.32,15.76,25.5,32.17,52.22,175.15,166.52,164.75,120.96,129.2,111.2,193.1,181.59,204.31
926.85,1948.94,34.74,32.56,36.17,26.69,35.22,28.26,23.55,24.05,15.76,30.21,42.81,46.2,175.71,178.45,163.02,128.64,130.59,122.56,205.92,201.09,221.13
926.96,1950.18,24.37,30.17,28.46,17.7,37.34,16.3,11.05,25.22,18.49,29.89,25.9,29.62,145.06,161.83,147.73,125.45,123.42,112.72,198.86,183.71,193.73
927.07,1951.41,15.54,18.66,14.58,8.28,27.01,17.22,2.33,25.28,10.76,32.14,19.53,26.6,124.3,137.77,133.67,122.15,107.48,113.44,166.69,169.23,163.9
927.17,1952.65,20.81,8.59,23.52,11.63,19.11,12.91,1.5,27.11,18,35.82,11.95,41.68,103.98,112.49,107.06,111.31,92.99,92.61,134.65,138.2,143.2
927.28,1953.88,20.81,6.95,12.39,11.78,14.65,12.04,1.5,21.04,11.49,25.28,10.62,31.89,84.78,87.99,90.24,77.25,72.96,67.56,102.4,113.63,115.95
927.39,1955.12,12.91,6.12,12.39,9.45,28.41,12.04,0,12.37,8.52,12.82,9.7,19.59,58.81,65.39,70.3,50.42,49.83,35.75,83.38,85.97,81.93
927.49,1956.35,15.82,14.35,12.63,20.77,25.82,15.7,11.92,19.19,14.22,19.5,22.78,10.01,43.84,51.79,68.04,29.93,49.7,29.28,78.37,69.64,50.26
927.6,1957.58,19.76,12.25,18.71,22.08,24.79,14.69,11.92,15.57,15.91,15.07,22.78,10.75,28.46,31.22,46.78,25.34,31.42,23.81,44.58,42.21,32.6
927.7,1958.81,21.04,16.42,18.71,28.28,17.08,9.22,11.92,15.57,20.15,18.11,19.08,10.75,20.59,14.47,28.84,10.78,20.82,15.68,21.98,20.63,23.37
927.81,1960.04,7.92,15.96,10.59,9.57,6.13,3.25,0.27,1.36,17.16,8.45,9.49,0.74,0,0,8.18,0,0,0,0,0,7.43
927.91,1961.27,9.92,16.6,8.92,8.11,8.71,9.32,3.8,1.36,20.61,8.45,9.49,3.94,0,0,0,0,0,0,0,0,0
928.02,1962.5,8.64,17.12,14.86,9.05,7.42,11.6,10.59,11.99,17.27,5.79,14.56,8.38,0,0,0,0,0,1.13,3.57,0,0
928.13,1963.72,18.4,23.19,29.95,26.21,26,27.36,32.14,30,31.15,14.35,11.86,17.44,8.24,11.2,13.74,12.76,13.87,19.83,16.53,22.99,14.6
928.23,1964.95,15.47,20.37,25.55,26.21,27.57,21.3,28.61,32.33,25.28,14.35,11.86,14.08,8.24,11.2,13.74,12.76,14.53,19.83,16.53,22.99,14.6
928.34,1966.18,19.47,18.87,23.06,26.79,23.25,23.55,32.59,33.77,27.93,19.35,14.27,13.83,8.24,11.2,13.74,12.76,14.53,18.7,12.96,22.99,14.6
928.44,1967.4,23.75,9.14,12.01,9.23,14.03,9.57,15.35,25.65,14.68,5.38,20.79,5.35,0,0,0,0,0.66,0,0,0,0
928.55,1968.62,20.74,9.14,12.01,14.36,9.87,9.57,15.35,23.32,14.68,5.38,20.79,4.78,0,0,0,0,0,0,0,0,0
928.65,1969.84,18.01,5.94,8.55,5.12,17.96,5.91,4.58,13.18,13.09,4.82,12.42,0.59,0,0,0,0,0,0,0,0,0
928.76,1971.06,1.26,0,2.92,7.13,8.51,7.02,6.42,1.94,2.51,4.82,0,0,0,0,0,0,0,0,0,0,0
928.86,1972.28,4.9,5.48,2.92,2,12.63,10.68,6.42,1.94,7.84,12.26,3.22,2.73,0,0,0,0,0,5.42,6.87,0,1.18
928.97,1973.5,11.59,7.59,2.92,5.31,6.48,6.56,6.42,6.57,5.33,7.47,3.22,4.42,7.09,0,0,5.36,0,5.42,6.87,0,2.14
929.07,1974.72,13.06,9.54,2.27,18.05,17.63,3.66,4.59,6.75,5.33,18.65,11.56,6.94,9.13,0,7.69,11.86,9.03,9.25,6.87,15.06,12.42
929.18,1975.94,9.41,11.41,9.94,23.44,17.68,2.29,5.97,7.44,1.04,19.08,13.41,4.21,9.13,11.34,9.92,18.07,10.1,3.83,2.52,15.06,15.41
929.28,1977.15,1.47,9.31,11.8,20.13,15.32,2.29,5.97,0.87,1.31,21.07,13.41,2.53,2.05,11.34,9.92,19.73,10.1,3.83,7.71,15.06,14.45
929.39,1978.37,0,7.35,10.89,8.62,4.17,2.42,6.55,0.69,2.15,11.06,11.15,0,2.5,11.34,2.23,18.41,6.47,2.53,10.24,0,7.36
929.49,1979.58,6.41,0,5.43,11.2,4.53,6.69,5.18,0,1.11,14.15,9.33,0,5.3,3.29,0,17.54,10.63,7.55,7.72,6.02,5.4
929.6,1980.79,6.41,0,6.74,11.71,27.95,19.43,5.92,2.9,6.24,12.69,9.52,6.06,5.3,3.29,3.28,17.12,15.81,11.19,2.53,6.02,5.4
929.7,1982.01,6.41,0,5.37,8.48,27.95,20.9,0.74,2.9,5.4,11.53,3.44,6.06,2.8,4.78,3.28,11.94,10.41,17.91,2.14,6.02,2.21
929.81,1983.22,4.25,9.68,13.21,10.71,30.28,26.8,0.74,6.56,14.14,2.96,7.29,14.03,0,1.49,3.28,10.77,7.94,14.09,2.14,0,1.29
929.91,1984.43,4.25,9.68,10.05,17.26,11.94,14.06,0,3.66,8.74,2.4,7.09,7.97,0,1.49,0,4.16,2.76,10.46,2.14,0,1.29
930.02,1985.63,8.16,15.34,13.44,20.27,20.35,16.39,4.85,10.86,9.59,2.4,7.09,9.28,0,0,0,4.16,2.76,1.21,0,0,1.29
930.12,1986.84,3.91,9.8,3.38,10.06,13.48,3.93,4.85,8,6.58,0,2.94,3.8,0,0,0,0,0,0,0,0,0
930.23,1988.05,17.69,23.98,9.3,16.36,14.56,16.88,12.36,16.62,8.75,6.85,9.6,7.69,0,0,0,2.43,2.4,0,0,0,0
930.33,1989.25,13.78,18.32,5.92,13.36,12.08,13.96,7.51,9.42,7.9,6.85,9.6,6.37,0,0,0,2.43,2.99,0,0,0,0
930.43,1990.46,23.86,24.65,21.81,14.49,27.75,20.03,15.1,21.43,9.43,22.65,13.67,15.45,3.18,6.49,2.4,4.23,3.78,2.89,4.47,0,2.49
930.54,1991.66,10.08,10.47,15.89,1.13,21.59,7.08,7.6,12.81,7.26,15.8,7.01,11.57,3.18,6.49,2.4,1.8,1.39,2.89,4.47,0,2.49
930.64,1992.87,14.35,13.76,17.3,1.13,23.75,11.8,14.83,17.35,17.82,15.8,8.24,16.04,3.18,6.49,2.4,1.8,0.79,2.89,4.47,0,2.49
930.75,1994.07,4.27,3.3,1.41,0,8.07,5.73,7.23,4.55,10.56,0,1.24,4.47,0,0,0,0,0,0,0,0,0
930.85,1995.27,4.27,3.74,1.41,8.76,14.86,11.44,7.23,11.49,10.56,0.8,7.04,4.47,0,0,0,0,0,0,0,0,0
930.96,1996.47,4.02,0.8,2.17,8.76,15.11,7.91,1.84,21.59,0,0.8,14.22,13,0,0,0,0,0,0,0,0,0
931.06,1997.67,4.02,0.8,2.17,11.05,15.83,12.48,8.21,27.15,7.37,0.8,15.8,13.17,0,0,0,0,0,0,0,0,0
931.16,1998.86,11.41,3.06,4.04,15.05,11.27,10.48,10.89,24.46,7.37,2.77,10,16.96,0,0,0,4.57,1.97,0,0,0,0
931.27,2000.06,7.39,8.76,2.11,15.05,2.96,11.93,9.05,9.82,7.37,2.77,1.59,6.48,0,0,0,4.57,1.97,0,0,0,0
931.37,2001.26,17.49,12.81,8.02,17.36,23.05,16.58,17.19,10.45,15.52,8.26,1.99,14.23,0,0,0,5.04,1.97,0,0,0,0
