wavenumber,PS 0.1ppm-1,PS 0.1ppm-2,PS 0.1ppm-3,PS 0.5ppm-1,PS 0.5ppm-2,PS 0.5ppm-3,PS 1.0ppm-1,PS 1.0ppm-2,PS 1.0ppm-3,PS 5ppm-1,PS 5ppm-2,PS 5ppm-3,PS 10ppm-1,PS 10ppm-2,PS 10ppm-3,PS 50ppm-1,PS 50ppm-2,PS 50ppm-3,PS 100ppm-1,PS 100ppm-2,PS 100ppm-3,PS 200ppm-1,PS 200ppm-2,PS 200ppm-3
1549.52,85.75,64.64,46.21,101.06,105.09,152.46,36.15,77.81,70.3,167.07,192.01,194.58,260.03,239.71,252.4,472.95,496.11,465.43,534.56,638.37,602.23,363.72,358.18,334.92
1551.05,78.59,68.96,57.79,113.94,126.38,121.93,50.51,88.46,76.91,208.45,192.04,189.3,248.9,255.24,256.51,495.49,466.77,463.76,573.92,633.27,600.07,327.93,366.7,362.48
1552.57,87.11,102.63,87.73,161.18,191.03,176.43,60.2,105.78,86.52,204.85,198.74,174.7,231.31,238.65,247.5,469.03,439.09,464.08,576.61,634.17,590.58,315.45,359.2,355.03
1554.1,110.53,99.21,92.23,215.66,213.6,158.51,59.46,93.67,88.03,175.47,221.68,176,210.94,205.61,205.7,453.45,426.29,472.96,575.52,604.29,560.65,296.18,334.9,319.11
1555.62,97.97,118.13,125.08,268.51,248.53,209.61,72.05,78.23,74.22,154.77,226.29,183.3,217.34,175.33,189.34,433.54,445.82,469.82,552.1,624.42,571.05,280.22,339.26,297.84
1557.14,117.87,98.51,130.72,273.83,274.92,196.52,94.1,83.9,75.85,200.53,232.68,194.72,202.84,197.82,183.74,433.06,468.46,453.13,576.12,614.32,574.22,273.35,351.37,302.66
1558.66,85,114.79,133.93,217.72,248.9,212.02,80.04,73.47,92.05,211.17,183.64,176.04,198.77,193.75,175.58,410.8,435.65,410.33,548.69,584.45,582.95,242.03,301.03,291.69
1560.18,118.71,119.31,129.71,196.54,194.46,205.42,71.88,75.27,103.81,214.05,196.16,169.59,167.47,187.78,173.19,412.09,396.39,382.4,532.49,563.13,559.24,245.57,271.55,277.59
1561.7,91.64,123.4,142.73,165.26,167.94,199.08,73.94,86.97,111.79,187.49,187.24,153.03,154.83,172.46,187.12,419.59,335.34,385.03,508.51,572.36,576.08,228.99,248.62,269.7
1563.22,108.38,120.95,137.87,175.13,164.89,202.53,105.79,93.11,100.56,174.72,188.11,157.93,149.73,176.02,180.59,395.87,336.07,392.09,514.64,583.7,584.7,231.83,254.11,278.9
1564.74,89.9,101.95,108.8,125.46,193.63,178.12,112.09,95.71,93.12,156.4,166.43,156.28,167.4,172.02,179.17,381.26,330.24,392.93,522.87,551.82,596.43,227.1,233.02,242.53
1566.25,91.66,106.19,88.97,123.04,154.63,165.3,107.29,79.53,65.57,132.31,137.31,160.19,148.28,145.56,171.29,337.52,331.29,345.65,505,501.16,571.71,183.24,186.81,203.69
1567.77,87.65,105.66,89.7,98.53,130.87,140.05,92.71,61.25,52.24,119.77,125.09,146.33,123.82,123.75,172.06,319.67,292.23,310.25,485.01,462.39,513.22,166.59,144.8,146.39
1569.28,64.1,107.26,88.56,95.16,87.92,171.6,80.58,57.75,61.37,118.36,119.65,125.92,85.34,106.94,138.49,311.59,300.6,284.29,449.46,468.73,491.83,147.02,138.89,139.51
1570.79,47.07,72.54,68.76,53.39,57.32,138.51,79.79,41.93,51.84,118.29,113.22,124.52,63.41,92.33,97.47,318.84,311.63,304.33,453.24,481.73,483.44,182.11,149.62,131.62
1572.31,41.99,64.94,81.09,51.84,66.85,141.55,91.12,65.89,62.75,135.33,127.58,136.57,90.36,111.61,106.65,364.52,354.77,343.8,473.79,549.51,526.16,224.96,216.45,182.49
1573.82,44.59,56.02,78.43,61.65,91.75,95.29,103.45,68.18,55.01,146.05,136.94,147.29,141.07,131.65,138.27,385.86,380.56,374.6,530.01,581.94,549.87,261.45,265.92,247.01
1575.33,64.36,57.78,85.11,87.56,98,136.71,102.46,89.82,71.61,154.78,151.97,166.02,189.32,192.9,170.1,416.87,403.02,403.06,586.89,617.05,581.58,307.26,338.38,318.17
1576.84,83.32,48.55,68.48,106.08,73.27,120.82,94.47,80.79,87.87,154.17,169.01,161.42,193.35,203.24,168.7,425.86,424.8,412.17,606.44,586.15,586.29,313.71,353.48,348.31
1578.34,82.29,43.33,72.18,101.95,54.89,99.62,95.48,79.44,91.15,116.91,160.73,153.17,161.36,180.25,145.61,377.85,393.25,389.62,556.31,551.58,559.33,264.48,322.9,292.44
1579.85,83.38,32.59,65.68,110.63,41.65,62.22,69.95,72.87,79.2,86.76,128.22,115.69,114.35,113.91,108.52,331.28,345.13,331.5,466.62,494.11,502.14,211.01,256.75,228.99
1581.36,50.93,34.29,69.63,80.43,64.21,43.96,62.53,60.08,64.04,50.73,75.84,94,49.86,66,54.19,245.47,291.11,278.82,400.04,427.75,450.06,151.63,187.35,180.97
1582.86,69.04,44.55,81.15,106.81,78.02,35.93,53.67,81.52,60.44,65.6,76.68,91.21,32.28,51.08,28.85,253.55,275.31,285.68,407.01,409.61,428.53,170.46,180.82,184.81
1584.37,63.06,62.68,65.28,95.44,75.5,31.82,65.04,73.85,70.73,79.36,89.08,97.3,15.17,32,19.27,252.5,310.05,295.09,448.2,409.36,450.89,197.15,192.5,216.53
1585.87,62.2,47.63,79.48,135.86,35.02,48.17,85.52,86.63,65.81,119.57,124.27,142.52,59.26,68.5,64.68,307.56,351.24,342.27,514.83,469.87,496.68,259.27,280.94,266
1587.37,71.9,40.81,92.59,104.86,45.44,122.09,114.23,84.64,90.44,147.34,129.68,165.3,116.2,131.43,128.86,348.84,410.3,369.67,541.34,514.28,530.03,323.26,324.57,321.34
1588.87,81.06,40.78,109.44,93.32,74.22,163.48,125.39,85.76,93.86,173.22,141.54,160.86,161.75,176.6,166.69,350.21,388.8,379.83,531.62,537.45,524.81,324.34,335.64,322.44
1590.37,84.23,52.43,69.02,82.14,86.79,160.89,124.22,84.56,89.95,161.45,118.41,130.09,150.44,146.28,133.95,304.91,347.29,325.99,485.56,509.28,473.92,295.07,279.01,296.19
1591.87,102.19,96.86,71.71,107.42,116.83,159.1,93.5,88.13,71.83,126.79,106.06,111.77,87.11,68.56,87.53,250.38,280.22,274.25,446.6,469.22,479.8,273.22,244.48,260.37
1593.37,107.82,103.64,78.41,136.71,119.22,158.66,96.12,122.38,69.37,116.13,94.38,135.45,45.11,40.21,51.77,260.5,299.8,286.17,444.64,479.15,487.34,263.02,239.26,242.52
1594.87,129.46,105.1,101.12,146.7,153.29,200.91,95.74,127.3,79.25,119.48,92.37,152.48,38.09,30.86,62.32,303.62,324.04,297.74,484.34,511.41,548.88,276.79,256.36,274.98
1596.36,101.45,65.56,83.17,168.03,152.72,217.84,109.37,128.23,80.14,157.84,90.37,178.51,60.28,74.09,90.42,365.73,353.27,354.64,516.36,565.33,581.41,302.89,337.1,342.76
1597.86,114.11,88.03,105.9,224.72,201.84,235.12,123.33,117.82,109.03,186.19,142.71,208.2,142.57,138.71,154.95,421.49,405.16,421.86,599.05,625.24,649.26,420.29,435.49,468.86
1599.35,104.45,138.85,122.64,259.42,245.97,239.08,115.97,105.42,115.59,197.22,180.38,207.91,180.73,209.53,196.69,431.58,430.71,456.4,597.06,641.14,650.44,503.68,531.53,548.6
1600.84,105.47,137.01,106.73,255.15,235.12,195.07,108.94,78.02,123.49,198.59,209.72,205.28,211.88,214.01,220.42,419.32,445.25,457.27,591.73,613.04,627.95,539.38,540.54,568.98
1602.33,96.6,149.62,108.93,242.33,229.73,175.51,90.69,77.74,99.17,175.07,184.85,183.11,180.69,186.81,195.46,390.17,408.22,408.9,523.5,546.37,553.89,489.5,546.32,533.12
1603.83,101.42,93.57,84.47,196.2,214.02,140.31,79.78,93.46,78.18,182.89,196.31,170.6,163.59,162.03,178.27,362,376.18,396.86,487.93,506.03,510.16,464.6,511.41,486.58
1605.32,117.79,117.42,77.58,190.63,236.22,133.34,88.1,115.74,81.43,177.93,192.67,194.99,172.14,210.91,180.39,355.38,369.69,383.7,483.9,485.9,477.64,449.9,485.03,460.57
1606.8,125.4,109.51,79.58,147.31,212.66,133.95,92.64,104.91,85.56,184.54,189.25,205.27,196.9,215.33,195.06,317.98,355.41,359.42,428.09,425.32,412.34,405.74,383.85,407.76
1608.29,113.45,128.71,58.37,138.78,178.57,141.68,70.3,69.53,75.48,148.59,130.61,170.99,160.65,157.74,167.72,237,283.9,266.23,322.38,307.18,305.8,265.01,243.1,265.71
1609.78,88.86,120.25,101.84,155.6,156.15,139.1,57.96,54.49,69.4,109.31,107.31,139.06,89.98,61.15,90.44,109.34,161.76,174.37,189,151.4,152.59,115.2,96.92,121.23
1611.27,76.37,83.58,84.09,126.55,148.53,127.31,28.73,25.23,36.43,50.19,68.46,68.9,10.57,2.49,22.12,18.64,42.53,67.14,71.16,40.19,63.4,11.49,11.85,6.18
1612.75,81.23,66.91,101.34,106.18,130.25,94.87,27.12,33.64,37.13,18.9,53.61,55.03,0,0,0,0,0,36.94,26.76,0,7.12,0,0,0
1614.23,86.21,55.37,67.05,57.93,71.44,76.55,4.58,11.49,7.8,0,22.54,1.88,0,0,0,0,0,0,0,0,0,0,0,0
1615.72,79.31,49.61,63.88,45.47,27.73,54.03,8.58,15.46,7.8,0,8.58,6.62,0,0,0,0,0,0,0,0,0,0,0,0
1617.2,58.86,45.63,69.83,50.14,24.83,49.63,14.09,21.21,7.19,19.31,21.41,38.53,0,0,0,7.47,0,15.28,0,0,0,0,0,0
1618.68,49.64,61.55,78,44.72,43.17,76.81,30.2,28.19,32.61,56.23,49.12,73.06,2.4,4.64,0,36.63,39.02,53.62,2.12,20.11,29.17,15.57,0,5.3
1620.16,47.87,54.59,48.43,53.43,43.17,60.44,32.99,42.28,50.61,90.11,82.95,90.59,34.5,22.3,44.39,85.8,103.43,105.68,29.23,48.63,50.5,55.97,46.06,39.44
1621.64,35.99,70.08,22.43,84.25,34.43,59.19,46.9,48.48,60.78,108.74,88.9,106.9,82.6,83.63,92.11,114.94,189.33,122.28,70.11,75.98,83.09,91.32,90.73,78.54
1623.12,19.92,40.57,0,65.55,11.55,33.29,30.79,59.36,44.95,96.38,55.25,94.54,95.31,122.67,115.8,99.07,158.59,98.87,67.99,55.87,53.92,77.6,90.73,73.24
1624.59,0,65.96,33.84,103.63,59.55,45.96,34.26,59.12,48.69,87.23,57.08,83.75,95.56,120.24,83.29,59.75,107.73,63.34,40.88,27.36,32.6,37.19,44.67,39.09
1626.07,7.37,34.07,63.46,50.27,75.62,52.87,14.84,36.19,31.33,49.29,36.43,44.51,47.45,58.91,35.58,23.13,21.83,31.45,0,0,0,1.84,0,0
1627.54,10.39,35.14,72.3,53.23,75.62,65.9,14.84,18.33,21.73,37.82,38.87,23.04,32.34,15.23,11.89,9.84,13.55,16.52,0,0,0,0,0,0
1629.02,34.16,24.55,46.3,6.45,58.84,52.27,0,1.44,0,17.69,25.05,36.92,0,0,0,0,0,0,0,0,0,0,0,0
1630.49,51.33,52.7,25.52,40.13,50.28,80.55,10.47,1.44,20.61,36.46,44.49,40.68,0,0,0,0,0,0,0,0,0,0,0,0
1631.96,57.05,75.9,47.64,37.16,72.66,62.06,10.47,6.28,20.61,27.44,50.45,49.34,0,0,0,0,0,0,0,0,0,0,0,0
1633.43,53.33,74.66,86.99,39.53,64.91,91.13,32.26,4.84,20.61,22.84,33.29,22.11,0,0,0,0,0,0,0,0,0,0,0,0
1634.9,55.62,91.09,91.67,42.02,88.5,103.22,21.79,4.84,0,23.04,13.85,17.33,0,0,0,0,0,0,0,0,0,0,0,0
1636.37,72.92,77.86,73.03,112.39,95.44,122.32,21.79,0,10.6,24.25,5.45,22.21,0,0,0,0,0,0,0,0,0,0,0,0
1637.84,74.44,96.52,56.28,140.12,111.61,117.98,12.5,0.55,10.6,24.25,15.86,31.42,0,0,0,0,0,0,0,0,0,0,0,0
1639.31,75.3,80.52,72.87,108.87,107.13,88.99,12.5,7.59,10.6,12.67,18.89,39.86,0,0,0,0,0,0,0,0,0,0,0,0
1640.77,50.05,76.42,60.55,38.84,111.54,83.57,29.99,7.59,0,7.41,22.43,25.61,0,0,0,0,0,0,0,0,0,0,0,0
1642.24,47.7,48.87,51.93,65.71,91.52,57.04,17.49,7.04,19.94,19.84,35.62,21.16,0,0,0,0,0,0,0,0,0,0,0,0
1643.7,33.79,34.78,41.75,72.04,93.96,61.63,17.49,3.94,19.94,12.43,32.58,12.82,0,0,0,0,0,0,0,0,0,0,0,0
1645.17,33.01,23.35,41.75,104.04,60.23,63.9,0,9.37,28.28,12.43,29.04,12.82,0,0,0,0,0,0,0,0,0,0,0,0
1646.63,13.78,18.04,19.94,47.06,40.61,66.95,0,9.37,8.34,2.19,0,8.06,0,0,0,0,0,0,0,0,0,0,0,0
1648.09,3.89,35.95,31.44,50.08,11.41,52.91,0,5.43,8.34,6.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1649.55,22.1,38.09,40.46,52.33,11.41,23.96,1.25,0,3.44,6.57,3.69,2.46,0,0,0,0,0,0,0,0,0,0,0,0
1651.01,22.1,47.35,40.46,52.33,11.41,15.07,1.25,2.26,3.44,15.22,14.77,7,0,0,0,0,0,0,0,0,0,0,0,0
1652.46,18.78,20.83,9.02,34.6,4.12,0,1.25,2.26,7.6,10.85,15.25,7,0,0,0,0,0,0,0,0,0,0,0,0
1653.92,0.56,17.16,0,5.42,4.12,0,0,2.26,4.17,10.85,11.56,4.54,0,0,0,0,0,0,0,0,0,0,0,0
1655.38,2.57,5.88,31.45,5.42,4.12,0,0,0,4.17,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0
1656.83,2.01,0,31.45,5.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1658.29,2.01,0,31.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1659.74,0,13.48,0,9.59,18.02,0,4.53,2.42,6.56,0.14,0,1.53,0,0,0,0,0,0,0,0,0,0,0,0
1661.19,0,13.48,0,9.59,18.02,0,4.88,2.42,6.56,0.14,0,1.53,0,0,0,0,0,0,0,0,0,0,0,0
1662.64,0,13.48,0,9.59,18.02,0,4.88,2.42,6.56,0.14,0,1.53,0,0,0,0,0,0,0,0,0,0,0,0
1664.09,0,0,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1665.54,0,0,0,0,0,0,0,0,2.59,0,0,5.36,0.9,0,7.62,0,0,0,0,0,0,0,0.19,0
1666.99,14.41,0,0,0,0,0,0,0.86,2.59,3.02,0,9.8,0.9,19.01,13.51,0,0,0,0,0,0,25.69,0.19,1.61
1668.44,14.41,0,0,0,0,0,0,0.86,2.59,3.02,11.58,9.8,16.92,34.52,23.2,0,0,0,0,0,0,40.42,22.81,26.6
1669.88,14.41,0,0,0,0,0,0,0.86,0,9.51,11.58,4.43,56.87,69.52,32.39,0,0,0,0,0,0,68.85,53.94,58.97
1671.33,0,0,0,0,0,0,7.08,0.21,0.28,6.48,11.58,0,87.99,81.11,67.91,0,0,0,0,0,0,71.85,75.18,98.65
1672.77,0,0,0,0,0,0,7.08,0.21,3.6,6.48,0,0,91.46,81.9,84.29,0,0,0,0,0,0,76.16,59.15,101.64
1674.21,0,0,0,0,0,0,7.08,0.21,3.6,0,0,0,63.25,74.02,77.66,0,0,0,0,0,0,53.11,44.77,73.61
1675.66,0,0,0,0,0,0,0,0,3.32,0,0,0,32.13,43.42,36.26,0,0,0,0,0,0,24.43,23.53,32.32
1677.1,0,0,0,0,0,0,0,0,0.64,0,0,0,12.64,27.11,10.19,0,0,0,0,0,0,5.39,16.94,4.34
1678.54,5.27,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1679.97,5.27,0,0,0,0,0,0,0,0.64,0,0,0,0,1.95,0,0,0,0,0,0,0,4.71,0,0
1681.41,5.27,0,0,0,0,0,0,0,0,0,0,0,7.49,6.24,0,0,0,0,0,0,0,13.06,5.89,10.99
1682.85,0,9.75,0,0,0,0,0,0,8.89,0,0,0,7.49,6.24,17.98,0,0,0,0,0,0,20.04,5.89,25.95
1684.29,0,9.75,14.06,0,0,5.91,0,0,8.89,0,0,0,18.85,4.29,29.04,0,0,0,0,0,0,38.95,15.72,48.55
1685.72,10.21,9.75,20.49,10.55,0,5.91,4.39,4.75,8.95,0,0,0,11.37,15.91,46.83,0,0,0,0,0,0,34.62,20.38,44.23
1687.15,10.21,0,20.49,10.55,14.3,20.92,4.39,4.75,0.06,0,0,0,13.47,15.91,28.85,0,0,0,0,0,0,27.63,20.38,29.33
1688.59,26.89,1.43,6.43,32.35,29.11,15.01,4.39,4.75,4.3,0,0,0,2.1,18.22,24.25,0,0,0,0,0,0,4.02,10.56,6.74
1690.02,16.68,1.43,0,21.8,29.11,15.01,0,0,4.24,0,0,0,2.1,2.3,6.46,0,0,0,0,0,0,0,0,0.07
1691.45,16.68,1.43,17.67,30.18,14.8,4.76,0,0,6.65,0,0,0,0,2.3,6.46,0,0,0,0,0,0,0,0,0
1692.88,0,0,17.67,8.44,0,4.76,0,0,2.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.36
1694.31,16.27,10.77,38.29,14.73,34.69,4.76,7.69,4.32,10.21,1.74,0,0,29.34,25.11,39.18,0,0,0,0,0,0,29.26,22.13,35.97
1695.74,45.09,15.38,20.62,6.35,42.77,0,7.69,5.24,9.97,1.74,0,0,46.18,37.39,55.49,0,0,0,0,0,0,51.32,52.06,42.04
1697.16,54.49,21.83,20.62,6.29,50.23,0,7.69,5.24,9.42,1.74,0,0,73.73,66.7,88.82,0,0,0,0,0,0,58.49,68.1,35.68
1698.59,38.22,11.05,0,0,28.51,29.84,0,0.91,2.17,0,0,0,46.75,41.59,49.64,0,0,0,0,0,0,29.23,45.97,6.07
1700.01,20.9,6.44,1.51,0,28.67,29.84,0,3.36,1.92,0,0,0,29.91,29.31,33.33,0,0,0,0,0,0,7.17,16.04,0
1701.44,13.25,0,1.51,0,21.21,29.84,0,3.36,1.92,0,0,0,2.36,0,0,0,0,0,0,0,0,0,0,0
1702.86,13.25,1.11,1.51,0,8.24,0,0,3.36,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1704.28,10.37,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705.7,8.63,1.11,1.51,13.72,0,31.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1707.12,8.63,0,1.51,13.72,0,31.47,0,5.3,5.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708.54,0,0,14.18,13.72,0,39.81,0,5.3,5.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1709.96,1.19,0,12.67,0,0,8.34,0,5.3,5.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1711.38,1.19,0,12.67,0,0,8.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1712.79,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1714.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1715.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1717.04,0,11.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1718.45,0.48,11.26,0,0,0,0,2.27,7.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1719.86,2.61,11.26,12.26,0,12.17,0,2.27,7.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1721.27,2.61,0,12.26,0,12.17,0,2.27,7.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1722.68,2.13,0,12.26,0,12.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1724.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1725.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1726.9,0,0,11.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1728.3,0,0,35.08,0,3.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1729.71,4.56,0,35.08,0,3.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1731.11,4.56,0,23.77,0,3.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1732.51,5.74,0.76,1.89,0,0,15.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1733.91,1.18,0.76,1.89,0,0,15.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1735.31,6.62,0.76,3.88,0,9.99,15.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1736.71,5.45,0,1.99,0,23.12,2.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1738.11,5.45,0,1.99,0,23.12,2.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1739.51,7.23,6.53,1.2,22.65,13.13,10.97,0,1.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1740.9,7.23,6.53,1.2,22.65,0,8,0,1.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1742.3,7.23,13.32,1.2,22.65,0,8,0,1.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1743.69,4.32,6.79,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1745.08,4.32,6.79,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1746.48,4.32,0,6.35,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1747.87,0,0,6.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1749.26,0,0,6.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1750.65,0,7.16,0,0,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1752.03,0,7.16,0,0,0,0,0.87,3.66,0,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0
1753.42,0,7.16,0,0,0,0,0.87,3.66,0,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0
1754.81,0,0,0,0,0,0,0,3.66,0,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0
1756.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1757.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1758.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1761.72,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57,0,0,0,0,0,0,0,0,4.47,0
1763.1,0,0,0,0,0,0,0,0,0,0,0,0,0.11,20.31,4.75,0,0,0,0,0,0,0,6.07,0
1764.48,0,0,0,0,0,0,0,0,0,0,0,0,1.05,20.31,4.75,0,0,0,0,0,0,0,6.07,0
1765.86,0,0,0,0,0,0,0,0,0,0,0,0,1.05,16.74,4.75,0,0,0,0,0,0,0,1.6,0
1767.24,0,0,0,0,0,0,0,0,0,0,0,0,0.94,0,0,0,0,0,0,0,0,0,0,0
1768.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769.99,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1771.36,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1772.73,0.41,0,14.65,19.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1774.11,0,0,14.65,19.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1775.48,0,2.28,14.65,19.33,27.24,6.61,0,0,0,0,0,0,14.11,4.39,8.57,0,0,0,0,0,0,0,0,0
1776.85,0,2.28,0,0,27.24,6.61,0,0,0,0,0,0,14.11,4.39,8.57,0,0,0,0,0,0,0,0,0
1778.22,0,8.78,19.47,0.62,27.24,6.61,16.85,13.92,13.76,0,0,1.55,14.11,9.41,8.74,0,0,0,0,0,0,0,0,0
1779.58,0,29.06,34.96,16.22,0,0,16.85,13.92,13.76,0,0,1.55,0.73,5.02,0.17,0,0,0,0,0,0,0,0,0
1780.95,0,29.06,34.96,16.22,0,0,16.85,13.92,13.76,0,0,1.55,0.73,5.02,0.17,0,0,0,0,0,0,0,0,0
1782.32,0,23.43,25.59,15.6,0,0,0,0,0,0,0,0,0.73,0,0,0,0,0,0,0,0,0,0,0
1783.68,4.13,0.88,10.1,0,3.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1785.05,5.45,0.88,11.57,6.02,13.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1786.41,14.97,5.77,1.47,6.02,32.92,6.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1787.77,18.77,5.77,6.74,14.72,29.29,14.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1789.13,33.45,14.27,23.88,8.7,19.74,14.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1790.49,23.93,8.5,23.88,8.95,0.43,7.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1791.85,16,12.05,22.55,0.25,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1793.21,0,3.55,3.94,0.25,0,19.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1794.57,10.7,3.55,5.65,10.15,1.03,20.07,0,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1795.92,10.7,0,1.71,10.15,1.03,20.07,0,9.2,4,0,0,0,0,0,4.73,0,0,0,0,0,0,0,0,0.32
1797.28,10.7,0,1.71,10.15,1.68,9.79,0,9.2,4,0,0,0,9.34,0.9,6.89,0,0,0,0,0,0,11.08,2.53,0.32
1798.63,0,0,0,7.22,0.64,8.97,0,0,18.03,0,5.94,0,34.23,41.33,27.24,0,1.81,0,0,0,0,30.9,22.82,21.7
1799.98,0,0,0,7.22,0.64,16.16,0,0,14.03,0,5.94,0,47.76,45.08,41.49,0,1.81,0,0,0,0,37.9,22.82,33.94
1801.34,0,4.49,0,7.22,0,28.39,0,0,14.03,0,5.94,0,53.27,44.19,45.61,0,1.81,0.89,0,0,0,30.68,29.61,38.02
1802.69,0,11.31,9.36,12.02,0,35.35,0,7.42,0,0,0,3.25,46.08,10.33,25.26,0,0,0.89,0,0,0,27.33,14.95,28.34
1804.04,0,11.31,9.36,12.02,0,28.16,0,8.07,4.06,0,0,3.25,42.87,22.44,26,6.48,0,0.89,0,0,0.89,40.18,33.98,27.2
1805.39,0,6.82,9.36,22.7,6.11,6.96,0,8.07,4.06,0,0,3.25,40.54,22.48,19.94,6.48,0,0,0,0,0.89,36.33,24.65,23.12
1806.73,0,19.89,2.36,10.68,11.6,0,7.97,0.65,4.06,0,0,0,22.84,15.91,23.87,6.48,0,0,0,0,0.89,19.86,19.02,11.42
1808.08,23.17,20.64,2.36,10.68,25.79,9.32,15.94,0,0.93,0,0,0,12.51,0.04,4.14,0,0,0,0,0,0,0,0,0
