wavenumber,PLA 5ppm-1,PLA 5ppm-2,PLA 5ppm-3,PLA 10ppm-1,PLA 10ppm-2,PLA 10ppm-3,PLA 50ppm-1,PLA 50ppm-2,PLA 50ppm-3,PLA100ppm-3,PLA100ppm-2,PLA100ppm-1,PLA 200ppm-1,PLA 200ppm-2,PLA 200ppm-3,PLA 300ppm-1,PLA 300ppm-2,PLA 300ppm-3,PLA 400ppm-1,PLA 400ppm-2,PLA 400ppm-3,PLA 500ppm-1,PLA 500ppm-2,PLA 500ppm-3,PLA600ppm-3,PLA600ppm-2,PLA600ppm-1
702.66,78.69,66.13,101.57,71.86,98.34,47.29,127.03,121.07,117.69,27.87,51.58,44.33,24.67,3.8,11.48,37.23,13.73,8.94,51.26,62.92,81.61,11.7,24.74,34.75,78.84,72.73,47.31
704.67,104.07,101.53,94.08,84.75,97.21,43.48,105.91,134.34,71.6,20.27,36.61,47.02,24.67,3.8,9.16,26.56,23.46,28.73,35.53,71.27,77.29,5.82,24.74,19.3,75.48,59.68,65.02
706.68,119.33,101.81,93.13,82.49,65.94,47.86,128.34,86.15,53.73,12.83,30.86,26.31,20.35,2.42,0,16.78,23.46,25.42,39.36,44.5,62.19,4.35,2.54,0.49,51,37.18,49.96
708.69,126.25,116.08,107.51,63.2,46.3,53.54,141.08,98.94,84.16,2.43,15.1,39.88,0,0,0,20.63,18.83,25.42,56.18,43.73,56.09,1.8,3.87,7.06,34.86,35.02,39.23
710.69,124.26,74.78,104.31,51.32,28.07,41.63,114.58,78.82,109.36,0.81,23.45,35.55,2.48,0,0,11.92,0,0,43.78,21.79,50.1,10.96,3.87,7.06,26.3,36.64,16.57
712.7,112.94,81.14,97.11,64.41,57.15,65.7,87.39,113.69,127.87,1.56,33.79,54.49,11.62,0,0,11.92,4.7,9.02,28.38,34.46,68.78,19.62,3.87,14.71,22.02,23.74,15.29
714.7,120.39,62.28,62.01,58.25,54.97,49.51,47.64,84.31,87.14,0.98,28.46,32.03,11.62,0,0,1.76,4.7,9.02,9.38,13.59,37.67,19.62,0,8.15,5.11,7.35,7.45
716.71,88.71,76.62,67.45,51.95,87.99,64.85,43.43,138.47,103.28,1.34,20.12,28.69,9.14,3.3,0,11.34,4.7,15.2,5.33,18.21,31.48,10.46,0.46,8.15,5.11,0,10.21
718.71,87.14,51.41,72.33,30.06,62.76,38.27,64.31,118.72,83.51,0.59,5.64,9.75,0,3.3,0,11.34,0,6.18,0,19,2.27,0,0.46,0,5.11,0,8.71
720.71,85.24,71.19,93.2,49.47,94.83,69.33,109.84,151.62,101.07,0.59,5.64,20.74,0,3.3,0,11.34,0,15.95,15.42,28.78,2.27,0,0.46,11.13,0,25.56,3.16
722.71,105.77,61.08,105.84,59.97,67.31,64.47,148.47,105.61,103.04,0,5.84,13.61,0,0,0.77,0,0.31,9.77,18.22,24.15,2.27,0,0,17.12,11.73,25.56,0.41
724.71,120.18,91.85,143.03,79.65,90.33,77.47,165.98,171.47,178.89,15.34,21.2,31.73,13.65,0,4.17,16.89,13.11,19.32,18.22,18.27,20.06,0,14.21,17.12,11.73,25.56,18.26
726.71,95.92,97.61,161.88,74.32,91.31,70.45,158.8,169.32,202.06,15.34,21.2,37.81,14.34,1.82,4.17,28.36,13.11,9.56,12.6,25.39,25.85,0,21.89,12.93,11.73,0,21.52
728.71,87.33,100.71,138.39,72.28,96.6,84.73,151.27,183.15,210.88,15.34,15.36,35.2,14.34,1.82,3.39,35.39,18.12,10.33,10.31,25.39,28.73,5.28,30.38,6.95,0,0,21.52
730.7,100.73,107.46,103.55,78.89,90.87,81.32,159.07,194.3,159.01,3.79,13.78,28.61,3,1.82,0,39.32,19.44,0.77,19.76,16.9,8.68,5.28,16.17,6.95,4.62,0,10.73
732.7,98.23,110.33,67.16,70.24,70.55,77.66,166.29,179.87,137.24,10.99,13.78,11.53,2.31,0,0,27.86,19.44,0.77,9.97,14.48,3.92,5.28,8.49,0,9.88,31.61,14.73
734.69,105.41,126.19,81.77,62.9,95.21,62.98,162.5,163.43,93.13,10.99,13.78,13.08,6.75,9.25,0,20.82,37.18,23.57,16.8,14.48,1.04,4.61,0,7.12,34.68,44.88,29.99
736.69,88.69,118.5,91.81,64.98,88.28,86.71,146.14,105.75,90.77,14.65,7.41,4.04,4.45,14.18,0,29.95,47.69,23.57,29.08,32.12,1.24,4.61,17.1,13.46,83.41,71.46,53.79
738.68,112.52,112.02,115.4,87.26,103.22,106.64,151.33,140.28,99.95,14.53,13.1,6.48,4.45,14.18,0,29.95,49.89,41.32,52.54,25.37,13.49,18.79,17.1,42.03,79.05,59.77,58.49
740.67,112.91,106.1,104.88,108.07,91.03,131.11,190.39,170.34,163.01,18.12,27.97,15.21,10.99,8.06,0,53.22,54.83,48.97,45.2,26.41,30.08,14.18,38.09,45.59,77.92,66.64,106.09
742.66,102.07,109.29,115.8,111.29,104.25,118.99,175.21,190.51,187.17,10.67,27.49,32.72,27.75,10.7,0,37.86,38.19,58.88,38.05,18,29.88,20.96,32.26,39.25,42.92,93.97,113.15
744.65,117.9,102.14,112.72,141.83,108.45,117.85,117.03,192.99,225.98,9.21,29.67,39.9,60.15,10.7,17.6,65.34,44.22,47.62,26.9,26.26,30.48,29.03,32.26,13.28,68.6,132.65,125.23
746.64,87.28,103.22,112.53,142.56,130.52,128.58,90.72,199.68,226.33,5.62,22.08,39.63,49.16,33.85,45.62,56.86,34.45,30.24,43.05,28.42,18.63,57.53,11.27,5.55,65.51,128.57,64.2
748.63,107,84.97,97,155.6,129.89,142.95,127.39,194.69,207.33,11.38,33.49,28.03,41.63,44.32,56.39,42.26,41.01,36.85,50.14,30.58,28.92,55.52,26.04,20.19,62.12,107.85,57.53
750.61,63.27,76.93,105.69,132.18,124.13,129.85,180.62,194.57,173.54,24.04,53.78,35.31,20.3,44.32,57.76,33.66,62.79,75.01,42.12,31.31,38.64,36.08,39.84,17.59,60.29,49.25,63.76
752.6,89.77,79.46,101.94,168.28,136.58,143.62,183.72,183.66,185.3,65.94,72.96,44.49,52.33,58.86,51.99,41.93,74.77,101.05,47,41.59,48.92,7.58,46.5,26.68,53.71,67,105.57
754.58,67.82,71.54,72.4,176.59,167.55,140.26,190.36,206.63,177.93,83.7,71.37,53.22,47.41,71.61,66.09,57.2,63.64,97.64,28.77,50.11,53.76,2.81,20.45,12.04,38.76,51.66,78.94
756.57,82.66,72.4,76.99,189.99,170.62,160.99,186.78,194.37,200.66,87.24,66.22,54.4,69.25,78.99,49.95,70.13,53.95,76.66,31.99,47.41,35.39,17.65,20.4,20.94,29.21,77.9,71.12
758.55,61.27,49.71,67.01,162.14,150.1,141.47,206.29,184.87,165.82,52.23,45.18,60.02,52.19,62.92,31.57,47.06,25.69,47.12,27,50.16,35.47,17.65,13.74,8.9,16.47,47.83,39.75
760.53,77.11,102.24,124.59,160.82,140.13,159.49,189.68,181.91,211.2,64.44,67.7,86.2,88.67,75.39,35.06,102.31,57.31,83.8,48.9,64.48,47.45,28.99,30.25,26.69,16.47,30.99,61.97
762.51,87.62,111.44,86.84,159.15,153.46,129.82,196.4,178.61,197.89,47.32,72.89,90.38,75.13,73.5,32.24,90.23,37.01,92.13,70.48,70.8,64.1,11.35,20.26,17.79,1.32,14.85,66.2
764.49,102.68,128.87,100.65,158.35,156.34,126.69,201.66,158.51,191.8,57.42,91.63,91.45,66.46,68.82,28.36,103.79,43.51,93.69,70.29,68.02,49.98,14.42,27.23,18.82,45.42,12.29,58.68
766.47,84.97,102.52,76.68,155.42,139.41,103.43,209.8,123.63,158.25,30.08,76.93,59.08,39.33,27.69,0,33.27,23.89,71.79,51.33,40.47,27.09,3.07,21.05,4.14,58.86,11.3,56.73
768.45,75.82,95.74,111.94,140.69,124.69,120.38,208.82,134.96,160.91,38.96,55.46,36.82,23.08,22.75,2.38,20.84,42.41,65.77,22.23,21.15,13.1,3.07,18.44,4.14,58.8,1.23,32.7
770.42,86.35,110.29,104.87,129.27,103.28,113.97,184.5,183.95,162.9,39.85,43.65,26.34,16.78,26.14,15,28.4,70.01,70.75,18.85,21.51,19.78,11.38,12.86,17.72,19.75,27.18,50.02
772.4,127.21,128.18,112.8,116.17,102.86,105.87,186.17,195.93,163.2,41.4,36.18,32.86,34.83,37.84,28.3,48.49,79.59,73.72,40.47,31.54,23.81,27.1,11.96,16.98,44.06,27.15,32.7
774.37,160.07,132.41,97.74,122.05,114.08,122.09,193.17,196.56,191.5,44.29,36.72,64.5,60.54,69.86,55.34,58.05,85.51,78.03,54.14,46.91,49.18,27.1,23.74,21.9,76.71,50.48,58.4
776.34,167.17,125.54,118.57,119.47,126.84,129.85,201.71,182.4,210.35,45.08,26.14,56.59,68.81,55.43,70.25,74.16,82.98,76.55,58.34,50.19,44.78,21.7,22.35,7.29,70.41,23.36,83.35
778.32,146.82,114.22,108.62,78.42,140.14,143.49,193.47,194.46,252.74,48.08,24.13,73.57,59.26,55.87,92.04,82.15,91.01,70.96,47.1,60.7,58.94,32.2,18.96,6.72,51.57,52.21,100.22
780.29,137.93,145.36,133.8,104.14,153.2,157.55,193.34,205.96,207.24,46.87,44.22,83.66,54.48,50.73,100.92,94.92,116.47,80.14,69.66,76.99,49.9,32.2,14.04,38.62,52.55,38.52,107.89
782.26,124.82,149.95,124.75,111.95,168.69,150.03,195.97,200.89,209.84,55.77,65.77,111.2,87.14,92.7,105.9,97.8,95.04,124.76,58,90.74,82.64,26.23,18.66,48.12,52.55,67.01,88.03
784.23,127.16,163.65,151.16,180.85,165.28,155.29,191.04,212.25,213.54,62.12,72.1,113.86,81.89,115.43,95.98,117.12,82.72,121.16,62.8,73.95,77.51,9.81,12.63,60.95,33.63,69.59,90.98
786.19,134.73,157.59,146.46,180.29,143.07,138.41,199.33,222.84,257.12,67.7,59.99,105.41,80.85,114.71,73.6,110.33,47.95,87.77,47.83,65.39,68.94,28.12,4.63,24.14,20.13,82.77,57.51
788.16,168.53,175.09,166.33,184.27,153.4,160.41,223.5,215.3,289.92,61.5,70.1,115.51,79.69,81.52,59.76,109.1,71.07,52.61,83.1,71.39,61.27,28.12,0,16.79,40.9,73.86,51.29
790.13,156.12,162.71,171.65,136.69,152.83,143.5,227.78,190.53,253.82,55.75,74.33,108.41,110.63,74.44,60.02,126.31,83.3,36.89,71.82,79.52,44,18.31,0,2.15,40.9,42.42,51.88
792.09,148.72,164.34,183.3,132.08,192.57,140.58,235.72,168.09,242.71,70.01,78.57,97.64,123.89,82.35,88.27,136.85,123.2,55.17,93.56,114,63.13,14.88,19.24,6.19,36.17,25.35,70.5
794.06,113.99,147.64,166.64,106.8,170.97,146.65,209.99,187.98,185.6,56.94,53.14,74.54,109.47,87.24,110.51,135.4,131.76,85.45,56.31,94.49,40.94,17.96,19.24,4.04,16.81,5.77,49.54
796.02,132.38,162.06,138.42,131.94,183.47,164.15,218.36,196.3,202.93,71.65,47.83,57.56,100.16,74.24,118.85,95.72,135.1,108.17,72.18,98.77,57.94,17.96,19.24,9.43,16.81,26.55,21.16
797.98,101.89,131.61,98.99,95.52,157.4,159.07,181.84,192.73,155.03,41.48,28.34,42.36,63.89,60.34,80.95,62.37,104.88,98.33,29.19,44.17,23.16,3.08,0,5.39,1.41,20.78,0
799.94,105.52,139.94,111.35,109.52,196.76,173.1,185.43,189.93,140.9,79.42,45.93,53.94,87.78,65.2,58.16,57.58,84.78,79.28,43.98,56.7,40.68,9.42,3.57,5.39,0,20.78,20.02
801.9,90.06,114.5,97.28,68.07,182.99,167,137.57,153.02,86.32,55.26,33.08,40.94,57.22,59.94,31.57,32.64,63.56,50.61,28.68,39.13,30.43,9.42,3.57,0,0,0,20.02
803.86,124.82,114.97,127.1,93.16,204.1,184.45,149.6,168.99,141.63,64.66,49.76,50.65,100.6,78.24,40.87,69.76,65.9,48,61.93,58.79,51.93,14.34,16.7,0,16.59,0,41.71
805.82,126.04,94.89,114.38,97.35,181.65,168.33,138.4,164.07,168.38,20.51,29.59,26.47,97.02,53.96,53.27,53.54,52.35,52.17,61.98,28.94,54.71,4.91,13.13,0,16.59,0,21.69
807.78,107.05,98.59,134.44,126.64,203.29,183.64,149.64,191.92,199.9,38.47,34.87,31.91,105.88,53.79,50.43,80.14,62.59,87.62,55.5,27.52,60.95,4.91,13.13,0,25.67,0,21.69
809.73,84.51,83.76,97.96,112.02,172.37,180.39,169.33,200.88,174.86,45.56,27.6,23.3,84.51,23.73,64.7,78.15,56.93,107.01,39.47,6.56,39.45,0,0,0,9.08,0,0
811.69,97.43,52.38,95.61,130.18,161.22,159.24,171.12,184.61,169.93,63.76,26.79,16.15,52.91,49.43,46.08,63.27,51.06,98.85,23.24,6.56,18.28,0,0,0,9.08,0,0
813.64,99.25,65.9,101.15,139.88,154.61,154.96,193.47,200.56,187.22,70.86,32.53,15.89,76.52,75.35,81,71.95,73.74,77.25,30.25,9.97,15.34,0,0,0,16.53,0,0
815.6,106.42,85.77,103.37,144.56,162.99,132.01,184.15,154.51,200.5,49.46,43.62,19.64,110.14,112.93,86.91,74.3,107.76,66.99,28.6,23.39,15.34,0,0,0,16.53,0,0
817.55,96.15,122.2,119.83,155.79,182.25,161.27,194.05,180.01,218.34,65.79,53.61,51.29,156.96,150.72,137.37,113.87,134.68,64.61,53.86,39.86,27.98,0,0,5.86,16.53,12.22,4.66
819.5,113.01,112.43,112.75,171.46,178.94,164.64,223.73,191.96,204.96,57.58,79.71,63.06,190.23,188.96,155.6,129.9,113.71,105.69,70.91,49.31,17.93,11.16,0,5.86,11.09,16.49,10.38
821.45,129.44,126.22,150.56,208.01,205.52,200.21,245.3,227.46,225.13,86.1,98.71,93.39,206.38,215.08,189.39,152.82,111.29,123.66,78.54,57,33.21,11.16,0,8.31,42.7,26.37,10.38
823.4,121.88,117.36,131.72,186.54,191.75,180.12,245.53,199.62,208.63,66.13,115.38,74.73,188.53,185.86,146.16,143.09,141.89,120.3,60.85,57.04,19.24,11.16,0,2.45,42.7,14.15,5.71
825.35,114.67,80.85,113.23,169.41,168.31,169.01,202.77,177.12,216.46,78.16,77.73,84.07,183.67,149.3,143.6,143.69,159.15,100.94,33.51,67.43,22.44,0,0,2.45,31.61,18.03,32.27
827.29,104.36,83.58,98.31,143.15,158.41,162.78,200.22,188.5,203.85,100.09,67.98,101.99,193.7,145.62,156.26,154.18,183.31,138.15,25.74,79.06,40.06,6.48,3.67,13.29,17.12,45.51,68.41
829.24,109.06,69.32,98.07,154.21,154.18,151.22,226.35,191.55,195.57,112.36,57.57,124.57,219.73,159.95,161.91,180.35,157.81,144.36,20.33,82.37,62.69,6.48,3.67,13.29,17.12,54.09,69.78
831.18,127.67,119.62,116.73,175.16,184.16,167.2,274.03,208.83,224.18,122.2,79.06,147.06,231.64,183.49,179.11,191.42,185.53,185.79,59.15,70.93,100.56,12.62,8.05,14.71,59.95,101.55,83.23
833.13,122.07,103.73,103.18,171.88,170.57,167.62,263.16,191.55,223.24,105.15,74.33,113.33,207.99,184.8,171.76,187.27,168.71,177.68,48.44,46.27,89.9,6.14,5.53,1.42,82.93,108.15,64.51
835.07,119.93,120.62,92.1,158.37,184.76,175.48,256.07,197.05,252.74,91.9,87.73,111.39,217.12,185.23,218.84,170.57,196,212.69,65.52,38.08,86.69,6.14,14.11,8.46,109.31,128.91,112.6
837.01,103.92,103.64,111.8,153.63,170.05,183.78,261.76,214.99,263.35,91.09,122.58,132.57,204.7,195.76,217.7,161.33,190.42,217.48,67.4,71.36,84.61,0,34.53,7.34,109.6,124.16,100.18
838.95,82.03,71.46,107.64,152.99,153.45,152.84,244.89,218.05,259.08,93.41,126.21,134.87,201.71,175.07,189,133.2,172.61,190.72,88.74,97.76,75.67,0,33.39,7.34,96.05,103.56,111.25
840.89,69.72,58.18,123.38,150.91,131.4,155.8,231.25,244.99,296.03,107.96,116.75,129.07,185.28,173.94,171.53,144.98,193.38,167.19,86.99,120.06,81.29,19.05,25.88,11.28,84.77,124.23,100.25
842.83,82.2,36.36,76.24,137.92,124.79,112.19,219.39,273.72,292.76,103.96,92.41,89.4,155.63,132.58,191.16,126.87,168.92,154.45,75.37,109.84,55.72,38.12,1.07,10.98,66.31,120.06,112.4
844.77,93.25,65.11,81.01,148.83,119.06,146.13,269.43,287.34,321.38,101.2,97.3,100.62,156.2,128.11,216.01,132,158.37,158.27,78.99,101.85,78.05,38.12,17.01,19.23,92.13,163.82,137.16
846.71,105.09,58.99,72.57,169.17,130.44,162.85,299.91,314.08,310.12,102.89,117.64,103.3,161.21,147.08,213.3,119.91,125.93,153.88,80.41,95.99,89.84,34.09,41.04,44.38,117.43,190.4,131.07
848.64,93.51,85.44,98.71,157.39,162.71,180.45,318.62,288.37,318.75,126.81,137.55,114.54,202.45,195.94,201.49,150.39,164.06,163.72,84.07,89.71,120.21,21.99,72.11,63.84,194.01,215.59,154.92
850.58,98.16,81.8,113.75,144.5,194.19,159.93,329.89,329.89,342.6,137.97,145.03,152.35,215.91,213.03,197.23,175.44,168.09,176.45,90.31,106.33,112.82,57.68,95.66,86.17,208.86,243.37,156.03
852.51,117.17,116.17,118.81,156.94,213,177.41,343.84,332.41,335.13,155.8,170.85,178.17,236.04,211.45,219.63,206.16,182.45,208.2,129.9,149.64,134.45,85.2,116.91,96.19,288.75,266.54,237.53
854.44,124.75,135.12,109.11,194.94,198.03,201.12,348.67,360.16,360.55,143.54,200.24,184.89,241.06,207.42,238.26,230.45,200.39,221.51,145.4,175.2,143.65,154.65,147.08,130.47,303.92,332.65,331.63
856.37,135.46,140.53,107.21,221.7,199.5,198.93,356.63,331.36,369.75,179.72,217.42,190.73,258.86,222.84,239.34,271.86,259.11,242.27,152.37,196.21,182.32,178.91,184.06,168.9,375.25,405.58,427.22
858.31,134.41,139.51,125.21,247.02,203.2,203.95,390.81,360.12,422.85,188.81,230.16,208.48,263.55,255.49,252.97,351.84,306.07,259.27,166.57,202.81,199.23,221.76,244.63,214.58,451.19,532.44,529.74
860.23,122.93,129.4,142.79,239.89,214.11,214.87,414.56,392.44,390.5,232.8,221.14,219.79,290.8,284.03,254.83,383.39,331.26,276.83,209.69,239.64,219.38,248.87,292.13,277.18,575.07,628.58,603.2
862.16,144.25,152.09,136.49,241.87,214.8,259.9,420.42,417.22,397.61,250.25,244.91,214.56,291.5,311.01,305.13,389.73,357.91,354.19,271.61,285.28,252.33,324.46,366.44,344.93,744.44,762.88,724.83
864.09,132.81,144.69,144.11,250.4,210.71,259.48,391.18,451.22,407.28,289.59,262.58,231.23,350.76,348.56,342.66,406.3,417.79,422.77,304.77,324.82,299.19,391.31,437.01,416.94,892.43,860.78,841.72
866.02,155.49,120.41,135.18,270.38,212.73,266.83,399.72,466.34,440.07,289.73,277.71,291.69,391.8,365.55,390.3,439.33,447.12,482.48,337.73,364.16,360.18,480.98,496.06,473.76,1021.57,1004.18,998.78
867.94,119.65,93.6,127.39,268.46,214.52,239.3,392.72,460.57,408.97,312.32,317.96,321.61,445.28,399.99,437.39,495.82,506.25,495.98,380.49,371.3,402.97,544.79,536.93,535.39,1092.22,1088.74,1131.66
869.87,124.49,107.14,108.28,248.88,229.32,218.76,384.73,413.15,381.88,347.59,322.89,331.54,466.11,414.44,462.15,491.99,478.05,514.83,414.61,390.13,437.12,601.31,570.83,589.39,1166.91,1164.69,1217.93
871.79,101.12,99.14,102.64,234.07,224.56,168.67,363.85,374.18,337.91,365.99,337.61,328.59,483.05,449,444.69,486.62,502.98,538.46,435.52,415.09,447.06,610.64,632.21,629.2,1177.78,1202.46,1258.35
873.71,100.44,107.17,95.35,237.6,208.13,164.92,334.98,394.22,359.29,353.73,321.34,312.66,491.67,464.23,435.57,498.59,484.59,542.78,420.79,441.08,450.03,626.01,658.96,643.38,1207.36,1233.62,1276.83
875.64,61.67,68.43,66.97,211.02,168.93,154.72,277.02,355.16,335.56,306.37,309.31,301.63,447.17,432.36,397.35,474.14,468.77,490.33,397.31,417.64,400.23,583.31,618.64,608.49,1120.89,1171.38,1230.92
877.56,61.81,62.28,44.5,187.65,155.94,195.74,224.95,321.99,306.06,301.58,300.52,266.17,414.91,404.04,394.01,451.59,418.19,425.78,354.73,377.44,366.02,533.87,557.91,532.52,1045.36,1063.09,1098.61
879.48,31.85,26.14,26.38,160.29,144.96,173.43,217.89,222.5,248.23,249.14,263.4,234.05,355.99,318.07,306.69,356.39,328.95,322.92,303.85,301.27,304.83,417.8,454.89,438.25,847.89,878.52,911.36
881.39,27.47,15.46,17.55,116.04,137.43,160.9,224.62,176.14,172.53,214.16,222.41,179.06,268.85,261.22,232.14,277.32,270.18,271.84,222.44,264.23,245.1,353.55,351.68,321.13,709.58,697.44,711.27
883.31,0,15.92,35.7,63.9,78.29,92.48,155.14,138.22,134.62,147.3,144.21,133.86,171.17,165.82,139.39,206.7,165.52,193.89,143.15,184.99,169.84,228.45,212.62,210.16,505.44,519.87,521.01
885.23,13.9,13.51,29.75,26.1,48.21,67.4,115,118.65,106.04,121.45,87.03,105.68,109.49,125.75,120.64,146.77,138.89,167.29,93.56,158.11,119.27,129.79,104.6,108.56,377.69,364.34,378.14
887.14,19.59,14.23,43.68,14.85,11.87,33.54,69.76,92.31,101.04,112.18,73.41,102.4,81.71,89.26,95.11,107.08,82.82,126.27,75.22,107.13,81.95,54.66,60.84,45.89,234.56,275.76,270.55
889.06,19.59,1.69,13.92,26.83,39.61,30.24,95.76,53.54,79.93,99.47,65.7,91.02,65.83,76.99,61.72,56.63,91.66,90.81,58.78,68.07,88.2,38.12,31.46,25.81,190.37,154.79,196.23
890.97,11.21,22.24,13.92,28.15,40.98,36.61,78.44,53.78,73.84,88.77,80.34,76.33,68.28,66.73,34.1,47.2,66.85,62.37,52.04,33.7,82.81,50.89,27,9.11,147.24,95.54,130.63
892.88,5.52,20.54,12.96,24.09,40.98,27.53,85.79,57.04,46.2,53.43,47.65,56.31,64.09,54.81,22.38,26.43,67.06,31.1,47.32,8.79,69.3,24.21,2.89,5.95,97.17,26.95,68.42
894.8,21.34,20.54,12.96,44.74,35.02,27.9,81.16,76.64,51.79,55.43,64.98,65.98,50.56,47.57,31.22,27.37,39.95,38.36,67.3,16.13,29.95,32.46,9.05,2.99,70.82,27.48,47.6
896.71,15.82,0.04,18.93,42.51,21.78,32.06,66.65,89.69,19.51,74.23,45.44,66.77,21.83,29.56,8.84,6.92,18.41,22.74,55.74,10.94,31.08,19.69,6.16,2.99,40.64,30.51,40.61
898.62,15.82,13.15,15.03,52.54,49.34,35.9,78.71,120.65,66.36,101.59,66.8,75.47,30.99,51.34,33.03,11.24,47.34,27.21,74.76,23.56,58.92,19.69,6.16,26.57,55.08,42.55,36.86
900.52,2.55,15.78,15.03,19.54,27.55,39.62,75.12,134.62,77.99,103.3,61.18,56.85,20.16,37.86,24.19,4.32,49.28,21.52,64.14,24.31,59.98,0,0,23.59,38.91,37.92,25.55
902.43,2.55,15.74,11.29,12.32,36.44,28.79,93.66,126.39,97.42,102.81,80.02,56.69,17.24,37.86,31.65,4.32,49.28,41.62,56.65,30.53,42.17,0,0,29.72,29.58,23.45,22.4
904.34,13.13,32.33,25.23,11.43,39.61,51.96,105.87,119.5,94.52,97.67,83.54,52.54,3.88,7.78,7.45,24.46,26.37,43.08,37.86,30.77,46.06,11.12,2.64,6.13,68.31,44.38,55.34
906.24,24.04,40.6,38.45,18.89,60.29,45.81,125.44,91.96,97.31,87.2,99.41,58.41,20.88,21.31,7.45,40.53,38.48,42.55,20.46,38.36,65.96,13.46,16.85,13.31,54.38,53.69,74.97
908.15,36.03,52.39,36.22,38.57,65.03,60.55,108.9,124.65,87,69.98,119.85,59.85,20.88,46.95,0,59.9,75.12,26.6,36.27,40.21,66.45,36.69,47.96,7.17,87.12,75.29,95.22
910.05,35.32,26.04,19.9,47.03,60.55,40.07,117.5,96.81,106.82,54.88,99.75,48.76,22.89,39.17,0,35.44,60.27,33.11,22.39,45.85,41.74,29.72,72.67,12.55,33.02,60.39,66.3
911.95,33.63,38.39,47.27,83.83,58.07,53.93,136.78,124.98,123.65,61.79,89,69.67,21.58,30.14,2.44,56.66,65.1,35.31,49.33,41.86,31.39,46.12,86.43,25.04,80.72,98.88,85.77
913.86,36.85,27.97,59.66,91.53,64.49,63.02,176.29,136.72,167.05,64.95,73.48,75.5,21.58,30.34,2.44,72.79,53.51,61.41,38.89,73.44,41.62,25.45,60.79,37.9,72.31,121.32,72.85
915.76,48.53,33.7,74.42,99.01,67.03,85.57,182.94,173.26,164.58,51.57,92.77,73.45,33.97,51.41,7.42,85.71,79.38,90.98,69.08,57.49,52.31,32.6,38.63,57.81,107.43,125.59,87.11
917.66,40.8,28.33,61.75,90.06,81.14,108.67,198.82,178.7,173.68,55.09,103.62,61.64,50.92,66.97,33.96,58.89,85.5,98.46,64.02,78.8,45.92,31.02,29.73,57.98,75.14,107.48,61.65
919.55,26.2,45.44,76.21,94.88,88.36,125.9,183.83,162.27,164.91,63.07,87.27,62.29,71.37,42.66,33.96,43.19,82.08,109.41,73.76,60.57,63,33.26,54.65,63.96,71.7,97.88,64.69
921.45,5.07,36.36,66.15,92.83,92.69,113.57,204.98,159.3,154.27,103.51,92.38,88.74,53.09,36.81,36.74,67.3,87.13,84.48,46.31,76.14,55.89,57.65,61.4,42.77,66.77,82.78,62.57
923.35,1.04,30.96,55.44,91.78,91.37,110.92,183.8,125.35,163.65,103.97,78.17,97.2,44.31,16.74,41.87,69.43,96.87,115.58,39.88,57.07,59.46,40.5,45.85,26.28,72.57,63.74,43.61
925.24,17.74,34.69,34.21,88.19,98.17,86.05,182.09,131.2,169.48,102.56,104.76,89.46,61.33,29.7,79.55,64.36,114.74,129.48,51.6,53.47,34.51,35.69,26.12,25.28,67.54,29.54,19.72
927.14,19.02,34.69,24.22,71.82,95.87,108.09,134.96,134.62,167.9,88.38,91.92,82.96,93.4,40.22,89.04,42.87,98.18,158.62,64.56,35.34,23.91,4.55,14.18,23.2,37.36,37.29,28.78
929.03,30.46,33.58,7,63.35,103.79,110.01,128.39,154.61,162.21,110.11,94.32,86.69,91.22,60.56,98.44,42.96,82.87,133.34,72.43,20.82,30.45,4.55,10.66,39.06,26.24,32.32,50.03
930.92,13.15,13.38,11.84,59.78,77.28,106.51,131.41,144.85,143.77,97.08,81.3,81,83.95,69.56,60.76,33.96,87.81,88.97,41.89,6.96,31.57,4.55,0,21.22,10.09,25.01,52.32
932.81,11.44,13.38,10.46,53.11,55.01,86.9,140,144.32,126.91,98.63,85.18,79.89,57.92,65.14,71.3,26.53,87.99,71.51,48.6,12.14,49.16,0,0,19.2,10.09,10.02,27.1
934.7,0,8.46,28.04,34.11,45.4,61.63,117.94,179.16,102.4,60.19,64.74,45.46,51.9,44.8,39.86,31.47,75.19,57.73,32.33,12.14,33.31,0,0,0,16.61,2.68,5.85
936.59,0,6.44,19.29,22.56,61.92,71.82,111.01,146.78,128.01,67.55,51.77,43.82,45.68,28.86,43.53,41.54,50.86,49.77,36.21,8.7,30.84,0,0,0,16.61,2.68,0
938.48,0,6.44,19.29,49.47,73.89,62.13,111.88,137.55,147.76,43.37,42.92,33.65,39.64,13.04,22.67,39.42,43.67,28.26,13.8,3.52,13.25,0,0,0,16.61,2.68,0
940.37,0,0,1.71,66.5,61.65,67.89,122.89,85.1,159.98,34.65,41.54,42.27,39.01,20.28,31.95,24.43,37.61,35.9,12.95,3.52,14.64,0,0,0,0,0,0
942.25,0,0,0,55.43,65.65,47.88,128.81,107.24,122.77,11.5,27.4,31.17,44.29,27.83,28.46,8.63,17.5,33.44,6.22,0,1.39,0,0,0,1.35,0,0
944.14,0.98,0,0,40.26,50.87,46.78,119.63,111.62,127.14,21.6,23.5,30.94,51.42,34.29,23.55,2.63,4.94,29.9,6.22,0,1.39,0,0,0,1.35,0,0
