wavenumber,PMMA10ppm-1,PMMA10ppm-2,PMMA10ppm-3,PMMA50ppm-1,PMMA50ppm-2,PMMA50ppm-3,PMMA100ppm-1,PMMA100ppm-2,PMMA100ppm-3,PMMA200ppm-1,PMMA200ppm-2,PMMA200ppm-3
1967.4,6.65,20.98,20.12,20.78,20.8,9.65,35.91,59.28,40.64,20.2,7.91,24.51
1968.62,9.29,20.98,20.12,20.78,23.23,10.77,38.44,77.55,57.86,22.82,10.49,23.47
1969.84,9.29,20.9,14.72,14.91,18.69,8.46,44.87,69.74,57.65,33.26,17.5,30.98
1971.06,2.63,7.81,1.08,3.44,2.42,6.93,29.65,40.94,46.8,13.06,10.25,14.88
1972.28,9.54,9.76,4.46,10.57,4.54,7.6,26.54,44.94,53.41,31.17,24.14,28.22
1973.5,9.54,5.74,4.24,10.57,4.54,10.38,16.79,54.97,72.04,21,23.75,17.46
1974.72,17.1,21.04,16.12,8.93,12.45,17.67,27.48,62.79,76.13,30.47,28.83,22.75
1975.94,13.74,28,14.1,3.71,8.29,15.88,25.86,49.29,59.91,11.86,17.65,14.09
1977.15,13.74,24.21,15.29,3.71,10,13.1,35.46,48.37,36.26,11.58,10.37,30.25
1978.37,6.58,10.37,3.13,4.34,2.08,8.66,30.52,50.59,29.41,7.74,15.29,20.85
1979.58,13.74,2.18,2.63,2.44,13.41,10.06,33.48,44.37,31.8,6.84,10,26.24
1980.79,15.79,11.93,6.33,5.81,11.7,10.06,19.56,24.62,31.5,6.84,10,20.79
1982,15.39,10.48,5.75,3.38,11.7,1.68,13.8,12.67,20.81,1.21,4.19,20.79
1983.22,7.84,22.91,8.21,11.79,10.97,9.83,13.45,21.84,12.59,29.8,11.37,12.67
1984.43,8.73,20.11,10.43,14.43,13.24,10.3,8.7,21.24,17.19,29.8,11.37,7.94
1985.63,12.47,21.2,14.35,27.39,13.24,17.75,13.11,26.23,23.1,34.02,7.18,8.27
1986.84,6.68,15.71,12.54,18.98,2.27,8.2,6.89,22.24,24.04,8.89,0,6.32
1988.05,8.74,15.09,11.95,17.45,5.79,9.27,18.2,31.5,31.1,11.11,4.58,7.63
1989.25,10.57,14,8.02,4.49,5.79,1.54,13.79,25.65,28.17,8.53,4.58,7.3
1990.46,23.38,21.79,19.51,19.7,16.35,11.43,17.93,15.71,34.49,13.22,13.47,26.71
1991.66,18.37,15.46,16.21,15.21,10.55,9.89,6.62,6.44,25.93,11,8.89,19.41
1992.87,22.83,25.46,29.09,18.9,17.29,11.87,6.62,1.98,44.05,9.37,8.89,20.97
1994.07,10.03,10,16.1,3.69,6.73,1.98,0,1.78,28.84,0,0,1.55
1995.27,15.6,17.86,12.89,3.69,6.73,1.98,0,1.78,25.74,0,0,1.55
1996.47,6.68,8.92,3.64,0,5.56,0,0,5.03,2.24,0,0,0
1997.67,13.78,8.92,3.64,0,5.56,0,0,5.03,2.24,0,0,1.6
1998.86,8.28,1.06,3.64,0,5.56,0,0,5.03,2.24,0,0,1.6
2000.06,7.17,0,0,0,0,0,0,0,0,0,0,1.6
2001.26,8.08,0.59,9.54,0,7.98,3.26,0,0,0,0,0,0
2002.45,8.01,0.59,9.54,0,7.98,3.26,0,0,0,0,0,0
2003.65,8.83,7.64,9.54,0.8,7.98,3.26,0,0.65,0,0,0,0
2004.84,0.82,7.05,0,0.8,0,0,0,0.65,0,0,0,0
2006.03,1.1,7.21,3.15,0.8,0,0,0,0.65,0,0,0,0
2007.22,0.28,0.16,8.25,0,0,0,0,0,0,0,0,0
2008.41,0,0,15.3,0,0,0,0,0,0,0,0,0
