wavenumber,PMMA1ppm-1,PMMA1ppm-2,PMMA1ppm-3,PMMA5ppm-1,PMMA5ppm-2,PMMA5ppm-3,PMMA10ppm-1,PMMA10ppm-2,PMMA10ppm-3,PMMA50ppm-1,PMMA50ppm-2,PMMA50ppm-3,PMMA100ppm-1,PMMA100ppm-2,PMMA100ppm-3,PMMA200ppm-1,PMMA200ppm-2,PMMA200ppm-3
1859.84,15.14,5.47,2.98,15.12,6.96,9.04,53.21,64.38,46.6,31.08,13.04,33.01,51.97,37.6,45.93,14.73,32.42,30.3
1861.15,15.49,11.49,8.15,20.54,6.96,9.04,46.16,59.62,45.81,33.76,17.43,37.5,36.25,25.9,33.9,16.08,26.22,25.18
1862.45,5.38,6.02,5.17,8.08,0,5.74,30.74,32.5,35.33,22.66,4.72,8.34,14.41,6.63,2.96,4.27,6.34,6.33
1863.76,20.48,24.46,22.41,24.69,15.14,20.99,59.97,57.69,51.82,36.97,36.32,32.5,34.97,39.84,41.19,39.09,18.21,28.65
1865.06,20.13,18.44,17.28,19.26,15.14,20.99,63.84,55.51,61.96,25.93,34.24,31.3,46.85,49,55.71,49.9,26.17,34.43
1866.36,18.33,26.08,18.68,42.47,15.14,23.34,81.9,63.53,67.28,34.86,47.36,46.64,78.69,60.25,83.65,73.24,51.33,64.11
1867.67,0.58,7.64,9.32,34.95,13.98,3.13,73.16,56.08,59.81,33.56,41.35,36.52,70.3,54.5,72.92,51.11,57.25,60.14
1868.97,5.32,7.64,13.83,46.76,29.06,3.13,78.05,70.93,64.64,52.57,58.99,55.37,83.21,81.4,91.84,60.3,90.49,91.15
1870.27,4.74,0,13.78,23.55,29.06,0.33,77.7,80.87,67.89,62.67,53.39,52.65,77.88,94.06,89.18,66.91,89.81,96.58
1871.57,6.61,1.33,5.94,11.81,19.11,13.32,89.87,89.33,88.66,68.64,55.33,72.47,94.08,100.25,95.38,82.39,92.34,115.88
1872.87,1.88,16.79,1.38,0,9.27,18.82,105.13,98.21,107.52,71.37,50.36,77.38,96.7,102.85,103.34,90.63,84.29,111.61
1874.16,1.88,16.79,0.86,5.67,9.27,22.05,105.47,100.84,105.47,71.86,52.14,68.71,100.07,114.88,102.71,73.96,87.66,100.08
1875.46,0,15.46,0.83,5.67,5.23,9.59,81.44,86.78,84.05,48,35.91,42.02,85.42,74.59,85.07,57.93,86.02,79.21
1876.75,12.68,14.53,14.33,13.47,20.15,15.44,77.95,74.24,79.15,48.33,38.88,24.53,96.3,71.46,83.28,58.78,74.24,71.53
1878.05,12.68,14.53,13.5,11.22,20.6,14.19,75.75,72,77.9,38.32,36.84,33.69,84.16,49.3,81.48,61.93,63.78,77.5
1879.34,18.69,20.08,19.34,23.49,23.58,13.81,72.31,73.85,91.06,51.72,46.21,37.93,81.1,76.85,85.09,74.51,47.41,78.89
1880.63,16.68,11.78,5.83,19.34,11.81,7.32,55.95,77.77,84.97,46.89,47.68,40.61,65.13,71.2,78.13,64.18,45.79,82.37
1881.93,33.79,29.79,11.09,20.74,20.93,6.37,56.44,82.22,90.75,49.25,59.69,39.81,85.35,95.08,78.03,72.05,58.71,81.38
1883.22,30.98,26.04,11.95,9.47,26.37,13.09,66.58,93.31,89.15,51.6,45.67,38.33,86.89,95.27,78.23,57.57,61.61,82.04
1884.51,20.31,19.81,11.95,5.82,17.99,8.23,57.9,76.93,67.76,40.48,26.26,29.72,73.62,77.99,51.97,46.96,53.72,63.9
1885.79,15.26,8.48,19.57,18.98,26.2,18.71,59.75,81.07,74.22,42.23,14.32,25.31,50.21,57.24,50.24,39.21,24.35,47.63
1887.08,12.06,6.68,12.88,17.99,18.08,11.51,54.68,53.29,60.09,27.41,18.47,35.65,35.56,46.25,35.6,28.55,21.41,23.11
1888.37,12.63,6.68,12.88,27.63,18.55,11.51,68.36,68.25,70.05,32.67,43.31,43.42,47.33,53,37.38,36.99,18.23,19.01
1889.65,0.57,12.11,0,17.22,0.77,8.42,74.9,65.74,59.19,27.14,65.42,45.06,66.96,56.29,49.35,41.96,29.59,32.78
1890.94,0.57,12.11,0,17.22,0.47,11.33,77.84,74.98,73.76,37.02,56.29,26.78,93.35,59.67,45.08,61.02,37.36,51.98
1892.22,12.92,26.07,16.41,17.8,3.44,34.05,96.32,94.74,99.51,53.11,63.7,40.04,105.59,73.24,76.34,67.28,63.01,83.7
1893.5,13.14,13.97,17.45,12.15,3.44,25.63,86.54,81.25,99.68,59.96,45.19,46.72,101.26,81.56,60.68,63.3,78.08,78.52
1894.78,13.14,13.97,31.44,13.11,9.33,27.51,98.84,94.5,99.26,73.57,61.45,66.5,106.01,103.3,98.78,72.41,96.24,85.43
1896.06,4.35,0,15.04,4.56,17.5,12.61,88.1,71.06,89.81,63.48,43.35,62.58,101.07,97.02,87.52,75.49,85.38,83.64
1897.34,4.13,0,14,6.22,28.72,12.61,99.34,73.25,83.33,63.71,38.56,53.64,90.11,91.05,101.9,74.89,65.83,97.17
1898.62,15.73,3.73,6.08,5.26,33.77,7.82,92.98,87.52,80.59,56.7,45.2,46.46,84.56,78.83,98.7,77.05,61.71,105.78
1899.9,24.47,16.43,6.11,3.59,22.16,13.46,90.6,85.08,78.16,45.66,49.49,37.59,90.32,74.25,109.47,72.86,57.57,87.71
1901.18,43.84,27.99,19.98,5.9,25.53,21.5,87.07,95.84,88.58,48.83,61.64,57.25,102.62,72.53,107.78,85.53,80.63,89.17
1902.45,32.25,24.99,20.59,6.71,14.59,21.5,67.95,63.68,79.41,41.08,49.22,47.01,82.66,49.9,73.84,68.62,53.44,71.05
1903.73,23.96,22.1,20.56,10,17.94,8.45,61.58,63.59,72.99,42.76,47.22,43.52,62.79,41.69,52.65,64.47,46.68,68.36
1905,8.11,10.54,13.71,13.73,3.35,7.18,71.84,57.14,69.21,36.75,50.2,31.34,43.23,53.79,55.76,52.64,36.24,46.64
1906.27,8.11,11.19,11.96,13.91,3.35,14.29,72.17,65.09,59.5,28.83,55.94,31.91,46.41,68.63,74.3,56.23,45.21,48.01
1907.54,3.52,5.94,11.96,10.63,0,13.88,72.92,50.79,42.54,28.66,39.5,27.91,36.35,66.23,57.92,37.31,40.61,52.14
1908.81,8.76,10.99,10.86,10.12,0.29,8.36,50.19,50.68,46.1,19.03,30.87,26.77,35.49,50.03,39.41,41.85,47.88,51.8
1910.08,32.66,16.84,24.31,23.83,7.51,15.73,86.2,62.65,74.74,30.16,33.32,45.39,50.71,65.25,38.32,43.49,58.24,68.55
1911.35,32.66,12.28,24.31,23.83,7.51,21.66,82.85,71.58,82.67,32.26,50.36,48.66,54.24,68.44,59.53,61.7,57.25,63.61
1912.62,23.9,7.22,18.39,14.7,7.22,20.41,75.02,52.37,59.8,41.57,49.33,38.79,55.97,68.82,57.27,39.37,29.53,59.53
1913.88,15.1,10.15,10.93,7.84,5.43,12.2,47.15,37.12,51.89,40.85,40.62,30.23,41.33,51.52,58.66,36.5,15.39,44.1
1915.15,27.33,16.12,21.32,17.57,7.77,15.77,54.47,33.06,47.84,36,23.58,33.87,61.89,64.41,55.24,40.83,17.44,46.21
1916.41,27.33,28.03,28.95,26.97,9.81,36.26,69.86,54.74,70.53,50.24,16.82,36.6,76.54,66.38,67.57,70.4,44.51,67.73
1917.68,19.83,25.6,25.12,31.42,12,29.99,72.56,77.38,64.19,51.79,17.37,43.3,90.82,75.66,72.21,79.13,61.96,78.9
1918.94,7.6,19.62,17.62,21.69,9.66,20.49,62.88,97.99,64.47,52.65,38.1,35.32,72.75,67.92,63.16,62.85,58.4,79.38
1920.2,7.6,7.72,9.98,15.13,13.17,0,54.84,87.23,45.06,36.49,41.94,41.65,58.98,66.82,45.41,39.2,50.49,48.12
1921.46,12.4,5.26,2.89,4.23,11.02,0,50.87,65.88,47.72,29.75,35.21,35.73,46.97,68.8,34.75,13.65,40.33,34.33
1922.72,38.04,16.11,7.46,15.94,25.83,12.79,58.97,58.6,53.13,38.43,24.9,40.23,58.04,67.2,48.51,20.52,55.93,33.3
1923.98,38.04,16.11,8.26,19.25,21.89,16.01,57.04,75.62,72.83,42.42,18.58,27.38,74.41,60.9,63.91,32.71,55.17,45.64
1925.24,28.15,18.62,10.28,40.33,33.05,31.88,72.3,89.49,79.06,58.29,33.12,27.73,86.65,56.81,89.83,64.43,71.62,59.45
1926.49,5.14,7.78,2.82,28.62,18.24,19.09,71.41,87.55,75.8,49.35,36.86,24.94,80.42,64.57,87.29,74.68,57.93,62.46
1927.75,21.42,10.37,5.14,23.9,22.28,15.87,68.92,80.35,68.28,43.83,41.69,42.24,72.6,74.42,89.5,78.36,56.67,68.9
1929,36.84,18.19,19.22,10.63,25.43,8.92,56.29,75,55.62,27.85,37.05,35.07,70.65,74.8,76.24,72.91,45.28,56.2
1930.26,34.21,18.19,19.22,10.63,25.43,8.92,51.51,60.17,45.81,21.06,27.95,30.06,73.89,64.38,73.17,65.65,45.75,46.36
1931.51,48.06,37.44,47.07,27.79,56.67,35.91,82.91,77.52,67.19,36.48,52.05,47.63,91.99,90.15,92.63,89.27,81.1,67.73
1932.76,30.67,21.84,33.68,22.39,42.69,29.5,78.61,69.5,72.86,35.54,42.13,50.17,75.74,92.89,82.74,81.19,71.75,63.74
1934.01,33.97,27.91,42.83,23.38,45.71,35.54,78.72,83.56,89.61,55.68,47.96,63.17,80.56,107.72,87.59,85.21,88.5,81.84
1935.26,3.85,6.07,11.86,4.78,14.17,9.23,45.79,60.57,58.98,31.72,28.44,33.44,45.7,79.18,61.42,47.21,59.23,63.92
1936.51,12.1,24.02,25.12,12.36,16.51,20.13,58.82,67.22,64.32,33.83,38.57,33.02,56.8,66.29,61.22,50.18,78.6,76.97
1937.76,8.8,17.95,15.97,11.37,18.4,20.59,48.59,50.6,64.07,19.35,29.12,34.68,40.99,58.15,68.44,48.92,74.73,63.11
1939,8.8,17.95,15.97,12.57,13.04,19.91,52.76,31.53,56.89,26.05,27.76,29.1,49.6,50.43,54.41,41.52,62.61,46.01
1940.25,0,4.7,0,7.24,4.91,24.91,37.01,15.72,45.11,31.41,15.15,20.28,44.96,50.79,52.13,22.1,53.26,34
1941.49,9.2,11.82,3.71,11.8,10.45,30.01,52.22,29.54,37.3,35.76,24.86,22.1,53.29,51.45,48.82,31.99,55.88,33.96
1942.74,9.79,11.82,4.16,10.61,10.45,30.01,59.28,41.75,51.67,40.97,22.76,28.45,58.48,61.65,74.38,58.31,68.04,51.12
1943.98,15.56,12.21,18.45,22.92,17.1,21.99,79.19,64.27,70.23,48.04,51.2,57.99,80.54,82.37,100.47,95.94,92.07,87.82
1945.22,6.36,5.08,14.74,29.9,13.85,10.39,79.72,64.75,69.75,53.09,60.29,56.52,95.9,87.4,117.19,99.21,91.41,110.16
1946.46,14.76,8.45,28.14,42.4,22.36,14.91,91.33,76.64,74,65.9,81.79,72.79,118.67,116.52,130,103.58,107.17,137.25
1947.7,22.26,13.7,21.64,34.25,24.32,15.76,82.56,75.15,61.55,73.02,75.28,64.71,110.75,121.27,128.11,112.92,107.58,133.66
1948.94,26.69,35.22,28.26,23.55,24.05,15.76,93.87,73.74,71.51,76.56,73.52,74.39,116.59,136.11,119.98,113.02,119.08,133.82
1950.18,17.7,37.34,16.3,11.05,25.22,18.49,81.69,73.84,69.32,80.29,64.63,72.92,110.28,126.14,107.37,105.99,113.45,123.18
1951.41,8.28,27.01,17.22,2.33,25.28,10.76,71.91,66.67,59.19,67.79,58.49,75.21,107.72,123.59,104.85,78.72,98.91,113.63
1952.65,11.63,19.11,12.91,1.5,27.11,18,57.21,57.91,59.48,69.03,59.78,69.93,92.58,117.12,83.41,66.86,88.13,101.5
1953.88,11.78,14.65,12.04,1.5,21.04,11.49,45.91,46.89,49.83,55.03,49.82,58.39,79.86,105.41,77.06,58.77,81.11,89.46
1955.12,9.45,28.41,12.04,0,12.37,8.52,43.45,36.71,50.03,35.17,31.73,44.05,67,87.55,55.57,42.55,69.95,69.95
1956.35,20.77,25.82,15.7,11.92,19.19,14.22,39.63,40.5,45.19,32.34,26.62,31.02,65.44,74.67,65.38,49.3,70.44,68.09
1957.58,22.08,24.79,14.69,11.92,15.57,15.91,29.88,39.24,34.98,17.89,20.15,19.3,43.86,62.09,48.5,49.7,44.08,41.4
1958.81,28.28,17.08,9.22,11.92,15.57,20.15,19.52,28.83,27.29,17.89,27.55,8.45,26.8,41.38,37.82,52.3,23.9,25.05
1960.04,9.57,6.13,3.25,0.27,1.36,17.16,3.01,19.26,6.36,9.44,12.9,13.45,4.36,20.19,13.99,29.11,0.77,3.16
1961.27,8.11,8.71,9.32,3.8,1.36,20.61,3.01,7.35,6.08,9.44,8.2,13.45,3.24,4.1,7.64,13.15,0.77,3.16
1962.5,9.05,7.42,11.6,10.59,11.99,17.27,0,5,3.81,9.44,0,12.08,0,2.22,0.16,3.85,0.77,0
1963.72,26.21,26,27.36,32.14,30,31.15,18.93,10.87,15.81,10.14,4,18.9,14.18,21.5,5.81,16.15,17.47,12.4
1964.95,26.21,27.57,21.3,28.61,32.33,25.28,18.93,10.87,15.81,10.14,4,18.9,14.18,21.64,5.81,16.15,17.47,12.4
1966.18,26.79,23.25,23.55,32.59,33.77,27.93,21.29,12.46,13.42,10.14,4.9,19.11,21.17,21.64,14.78,16.91,20.6,19.42
1967.4,9.23,14.03,9.57,15.35,25.65,14.68,2.36,1.59,1.99,12.55,5.03,4.97,6.99,0.14,8.97,0.76,3.13,15.13
1968.62,14.36,9.87,9.57,15.35,23.32,14.68,2.36,1.59,1.99,12.55,5.03,4.97,9.29,0,8.97,2.32,3.13,15.13
1969.84,5.12,17.96,5.91,4.58,13.18,13.09,0,0,0.57,12.55,4.13,4.05,2.31,0,0,1.56,0,8.11
1971.06,7.13,8.51,7.02,6.42,1.94,2.51,0,0,0,0,1.74,0,6.23,4.94,0,1.56,0,0
1972.28,2,12.63,10.68,6.42,1.94,7.84,0,0,0,3.61,4.68,1.15,3.92,4.94,12.11,2.38,11.2,7.69
1973.5,5.31,6.48,6.56,6.42,6.57,5.33,0,3.54,0,3.61,4.68,1.15,3.92,4.94,17.8,2.38,11.2,16.87
1974.72,18.05,17.63,3.66,4.59,6.75,5.33,0,4.22,0,3.61,4.79,3.69,3.83,0,19.73,5.38,16.74,19.86
1975.94,23.44,17.68,2.29,5.97,7.44,1.04,0,4.22,0,3.74,1.85,2.54,6.21,6.07,7.62,4.81,13.91,12.17
1977.15,20.13,15.32,2.29,5.97,0.87,1.31,0,0.68,0,3.74,1.85,7.66,6.21,8.58,5.18,5.96,17.65,4.47
1978.37,8.62,4.17,2.42,6.55,0.69,2.15,0,0,0,3.74,2.55,5.12,2.38,8.94,7.05,5.9,12.11,4.76
1979.58,11.2,4.53,6.69,5.18,0,1.11,0,0,2.07,0,15.36,11.89,0.5,2.87,13.38,6.15,3.74,8.15
1980.79,11.71,27.95,19.43,5.92,2.9,6.24,0,0,2.07,2.57,15.36,6.77,0.5,0.37,10.12,5,4.49,6.66
1982.01,8.48,27.95,20.9,0.74,2.9,5.4,0,0,2.07,2.57,12.81,6.77,0.5,0,6.33,2.05,4.49,3.39
1983.22,10.71,30.28,26.8,0.74,6.56,14.14,1.65,0,0,9.67,2.98,6.63,9.43,0,0,1.8,4.49,0
1984.43,17.26,11.94,14.06,0,3.66,8.74,1.65,0,0,7.1,2.98,6.63,9.43,0,0,1.8,0,0
1985.63,20.27,20.35,16.39,4.85,10.86,9.59,1.65,0,0,7.1,2.98,6.63,9.43,0,0,1.8,0,0
1986.84,10.06,13.48,3.93,4.85,8,6.58,0,0,0,0,0,0,0,0,0,0,0,0
1988.05,16.36,14.56,16.88,12.36,16.62,8.75,0,0,0,0,0,0,0,0,0,0,0,0
1989.25,13.36,12.08,13.96,7.51,9.42,7.9,0,0,0,0,0,0,0,0,0,0,0,0
1990.46,14.49,27.75,20.03,15.1,21.43,9.43,0,0,0,6.51,3.89,1.57,3.48,0.59,0,7.55,0.09,1.21
1991.66,1.13,21.59,7.08,7.6,12.81,7.26,0,0,0,6.51,3.89,1.57,3.48,0.59,0,7.55,0.09,1.21
1992.87,1.13,23.75,11.8,14.83,17.35,17.82,0,0,0,6.51,3.89,1.57,3.48,0.59,0,7.55,0.09,1.21
1994.07,0,8.07,5.73,7.23,4.55,10.56,0,0,0,0,0,0,0,0,0,0,0,0
1995.27,8.76,14.86,11.44,7.23,11.49,10.56,0,0,0,0,0,0,0,0,0,0,0,0
1996.47,8.76,15.11,7.91,1.84,21.59,0,0,0,0,0,0,0,0,0,0,0,0,0
1997.67,11.05,15.83,12.48,8.21,27.15,7.37,0,0,0,0,0,0,0,0,0,0,0,0
1998.86,15.05,11.27,10.48,10.89,24.46,7.37,0,0,0,0,0,0,0,0,0,0,0,0
2000.06,15.05,2.96,11.93,9.05,9.82,7.37,0,0,0,0,0,0,0,0,0,0,0,0
2001.26,17.36,23.05,16.58,17.19,10.45,15.52,0,0,0,0,0,0,0,0,0,0,0,0
2002.45,4.6,20.82,12.86,14.51,6.19,15.52,0,0,0,0,0,0,0,0,0,0,0,0
2003.65,4.6,25.65,15.39,14.51,6.19,15.52,0,0,0,0,0,0,0,0,0,0,0,0
2004.84,0,4.83,6.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006.03,0,4.83,7.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007.22,4.35,0,11.42,0.78,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0
2008.41,13.05,0,30.99,2.33,4.22,0,0,0,0,0,0,0,0,0,0,0,0,0
