wavenumber,PLA1ppm-1,PLA1ppm-2,PLA1ppm-3,PLA5ppm-1,PLA5ppm-2,PLA5ppm-3,PLA10ppm-1,PLA10ppm-2,PLA10ppm-3,PLA50ppm-1,PLA50ppm-2,PLA50ppm-3,PLA100ppm-1,PLA100ppm-2,PLA100ppm-3,PLA200ppm-1,PLA200ppm-2,PLA200ppm-3,PLA300ppm-1,PLA300ppm-2,PLA300ppm-3,PLA400ppm-1,PLA400ppm-2,PLA400ppm-3,PLA500ppm-1,PLA500ppm-2,PLA500ppm-3,PLA600ppm-1,PLA600ppm-2,PLA600ppm-3
1816.14,2.36,0,0,0,0,0,10.67,0.05,19.93,0,5.87,0,0,0,0,0,0,0,0,0,0,0,2.21,0,0,0,0,0,0,0
1817.48,0.53,0,7.09,0,0,0,26.28,2.66,35.72,12.05,8.93,0,0,0.51,0,0,0,0,0,0,0,0,2.21,0,0,0,0,0,0,0
1818.82,13.4,18.43,29.48,9.57,18.35,16.1,51.26,13.28,59.78,23.34,17.6,9.69,6.83,0.51,0,3.66,0,4.61,0,0,17,0.76,2.21,9.12,5.57,0,0,0,15.95,9.37
1820.16,13.1,18.43,29.48,9.57,18.35,16.1,44.26,15.18,51.24,23.34,12.95,9.69,6.83,0.51,0,3.66,0,4.61,0,0,17,0.76,0,9.12,5.57,0,0,0,15.95,9.37
1821.5,34.13,37.28,22.4,9.57,23.23,16.1,61.43,39.57,57.87,24.78,16.86,18.68,6.83,0,0,3.66,0,4.61,0,0,17,0.76,0,9.12,5.57,0,0,4.25,15.95,9.37
1822.83,35.09,23.78,10.47,0.31,12.56,9.43,60.65,41.36,50.56,30.96,21.84,10.83,4.59,0,0,0,0,0,4.99,6.43,5.13,1.06,3.67,3.28,0,0,0,14.81,0,0
1824.17,34.86,31.67,26.21,3.32,12.56,9.43,56.98,54.76,62.52,45.26,31.82,13.06,4.59,0,0,0,0,0,4.99,6.43,5.13,1.06,3.67,3.28,0,0,0,14.81,0,0
1825.5,35.75,23.43,39.64,13.15,18.49,25.66,33.1,52.43,62.77,39,24.85,23.11,11.01,0,0.32,0,0,0,4.99,21.3,5.13,11.79,3.67,3.28,0,0,0,10.56,0.72,0
1826.83,21.92,20.5,29.17,14.12,10.81,16.23,33.49,48.72,67.96,31.69,20.69,21.28,6.42,0,0.32,0,0,0,2.21,14.87,0,10.73,0.59,0,0,0,0,0,0.72,0
1828.17,38.67,21.97,13.88,11.1,10.81,16.23,54.43,48.4,77.88,36.1,36.59,45.68,10.11,5,1.5,0,0,0,6.86,14.87,0,11.21,0.59,0,0,0,0,1.69,1.07,0
1829.5,22.56,19.74,1.56,7.78,0,0,66.15,47.35,70.07,45.81,65.62,45.04,3.68,5,1.18,0,0,0,6.86,5.37,2.43,0.48,0.59,0,0,0,0,1.69,1.71,0
1830.83,26.42,21.47,4.32,6.5,0.48,13.57,69.15,48.92,51.21,40.79,54.91,67.86,3.68,5,1.18,0,0,0,7.05,5.37,2.43,0.48,0,0,0,0,0,12.11,1.71,3.04
1832.16,10.34,12.11,11.04,6.5,0.48,13.57,63.87,57.87,43.4,22.07,32.77,59.57,0,7.42,2.59,0,0,0,11.33,5.37,2.43,0,0,2.48,0,0,0,10.42,1.36,3.04
1833.49,17.56,12.88,25.38,13.85,10.49,18.69,61.53,49.1,42.54,32.4,21.25,68.22,0,8.07,2.59,0,0,0,11.33,7.4,1.13,15.62,0,2.48,0,0,0,16.36,15.05,3.04
1834.81,13.7,9.15,22.63,13.85,10.02,9.27,40.13,43.94,48.61,27.26,21.25,45.83,0,8.07,2.59,0,0,0,8.93,7.4,1.13,15.62,0,2.48,0,0,0,5.95,15.05,0
1836.14,27.07,31.57,25.45,26.13,18.08,17.78,27.56,35.94,58.52,33.8,23.18,47.61,3.51,0.65,0,0,0,0,0,7.4,1.13,15.62,0.41,0,2.17,0,0.89,5.95,17.04,0
1837.46,14.04,26.23,10,12.28,13.92,12.66,12.7,39.99,53.48,6.54,9.17,20.78,3.51,0,0,0,0,0,0,0,0,0,0.41,0,2.17,0,0.89,0,1.99,0
1838.79,14.04,26.23,10,12.28,13.92,8.51,29.68,44.54,55.27,6.54,9.17,20.35,3.51,0,0,0,0,0,0,0,0,0,0.41,0,2.17,0,0.89,0,1.99,0
1840.11,14.84,16.92,12.93,4.56,9.79,0,52.81,43.58,52.56,19.38,20.51,17.53,0,0,0,0,0,0,0,0,0,0,0,3.31,0,0,0,9.13,0,2.05
1841.43,23.51,17.35,18.29,8,8.06,0.58,79.66,50.01,60.23,37.7,30.23,25.77,0,0,0,0,0,0,0,0,0,0,0,3.31,0,0,0,15.84,0,2.05
1842.75,26.44,36.49,22.19,8,11.81,3.45,81.56,57.82,74.62,57.07,44.44,43.84,0,0,0,0,0,0,0,0,0,0,0,3.31,0,0,0,18.66,10.77,7.86
1844.07,28,24.28,25.22,6.05,17.46,10.83,83.74,62.56,79.62,39.96,42.5,44.42,3.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.2,10.77,5.81
1845.39,36.2,44.04,47.55,36.06,17.06,43.44,97.84,77.92,103.55,49.8,67.51,74.28,26.51,9.59,13.38,10.44,6.25,18.84,9.06,6.71,18.11,23.12,0,13.23,17.3,5.69,18.55,39.24,25.18,35.64
1846.71,33.26,34.64,43.66,36.06,13.31,40.57,95.44,81.76,100.98,53.14,66.02,73.97,26.51,9.59,13.38,10.44,6.25,18.84,9.06,6.71,18.11,23.12,0,13.23,17.3,5.69,18.55,36.42,14.42,29.82
1848.03,18.04,41.98,43.24,33.45,12.18,33.2,96.09,75.99,87.45,69.87,71.25,82.72,22.63,9.59,16.19,10.44,6.25,18.84,9.06,6.71,18.11,23.12,0,13.23,17.3,5.69,18.55,31.88,18.95,32.12
1849.35,20.66,33.17,40.34,13.23,27.55,23.25,82.56,70.04,84.09,72.77,53.65,75.31,12.31,10.51,3.43,2.09,0,1.27,0,0,11.99,0,2.62,9.48,15.51,13.89,10.03,8.72,35.2,25.74
1850.66,24.87,27.32,55.14,13.23,27.55,23.25,90.97,69.69,59.66,67.27,51.66,64.51,12.31,10.51,3.52,2.09,0,1.27,0,0,16.33,0,2.62,9.48,15.51,13.89,10.03,10.72,52.98,25.74
1851.97,32.74,30.09,55.15,22.47,40.52,34.81,98.97,86.62,64.83,75.38,55.61,60.65,27.62,11.31,3.94,2.09,0.26,1.27,0,3.97,19.03,7.44,11.77,9.48,15.51,13.89,15.67,17.31,65.99,46.45
1853.29,41.9,34.15,50.45,38.46,39.78,29.08,108.91,83.47,57.94,57.1,62.51,62.07,23.34,16.95,18.22,4.48,7.04,1.1,14.6,22.51,28.97,16.74,15.1,16.81,8.98,10.03,34.76,38.05,56.15,54.31
1854.6,41.9,41.39,51.27,46.99,39.78,34.56,99.01,83.82,85.54,74.98,66.24,64.32,23.34,16.95,29.14,4.48,7.04,1.1,21.56,22.51,27.9,16.74,15.1,16.81,8.98,13.66,34.76,42.4,45.24,64.34
1855.91,76.75,58.15,63.27,58.01,51.73,45.53,107.92,104.99,105.63,84.7,87.14,78.74,28.01,27.88,42.71,11.82,7.47,12.25,49.86,45.44,40.81,20.83,15.08,21.77,34.14,36.2,62.73,58.01,57.27,80.07
1857.22,57.99,39.3,47,28.79,33.36,30.56,90.55,113.2,98.43,101.46,86.08,56.21,19.98,11.73,27.81,7.34,0.69,11.15,35.26,26.9,18.88,11.54,9.12,4.97,25.16,26.17,33.75,46.99,47.67,73.16
1858.53,73.42,58.3,60.91,36.72,48.89,37.12,113.99,127.57,104.06,100.39,115.2,83.85,38.01,19.11,32.89,12.29,6.72,26.11,50.06,42.24,25.99,12.75,14.16,18.52,29.86,48.62,40.53,54.35,72.78,94.3
1859.84,47.13,36.26,47.11,34.95,40.72,28.63,114.7,115.54,94.61,88.25,90.58,64.1,28.39,9.42,32.16,13.38,6.02,20.65,27.08,15.34,18.31,1.24,5.2,13.55,19.48,36.9,13.76,56.86,65.04,80.59
1861.15,51.79,48.51,74.27,47.78,52.57,42.1,121.01,99.1,118.43,91.73,85.24,84.95,41.54,10.55,35.64,13.38,6.02,20.65,39.39,15.34,18.31,1.24,5.2,13.55,24.42,36.9,32.27,69.3,73.57,75.15
1862.45,32.3,40.6,63.6,36.14,42.2,40.74,108.14,90.15,118.08,84.03,58.4,60.63,28.43,3.16,19.55,8.42,0,5.69,17.63,0,7.93,0.03,0.16,1.78,19.71,18.94,25.94,60.23,60.91,66.52
1863.76,50.65,69.86,85.44,29.01,46.35,52.91,105.08,93.36,136.21,113.82,87.72,84.82,45.74,42.07,27.75,13.79,18.63,15.85,17.94,32.19,15.53,12.49,20.16,20.11,37.48,28.7,45.99,76.86,77.63,81.93
1865.06,49.85,69.98,61.46,27.07,42.01,52.25,117.18,106.38,117.82,104.11,93.2,73.83,50.92,40.94,24.27,19.37,18.63,15.85,7.12,41.24,21.92,12.49,20.16,20.11,43.06,28.7,33.53,69.64,83.5,91.49
1866.36,64.99,73.37,76.44,44.74,72.3,48.55,113.54,111.33,118.04,116.66,119.62,92.44,57.3,61.79,34.75,19.37,18.63,20.11,33.48,62.49,39.17,19.26,20.16,18.33,49.22,34.11,52.57,109.57,89.18,104.53
1867.67,60.65,65.28,73.26,55.93,62.09,46.69,114.38,104.77,103.74,97.05,116.54,91.89,42.43,26.51,21.11,17.91,10.91,10.79,49.63,41.96,38.95,11.22,14.68,0,39.35,41.24,45.32,105.21,84.91,92.61
1868.97,82.7,72.26,89.14,60.51,65.29,53.9,111.26,105.58,103.14,116.81,133.5,110.05,45.43,32.01,28.87,12.67,10.91,16.89,58.66,50.98,43.94,11.22,14.68,0,42.63,48.42,66.23,124,85.78,87.51
1870.27,77.48,64.29,73.42,65.5,47.55,66.18,128.84,115.43,96.25,110.29,114.18,110.6,38.62,17.13,18.39,12.67,10.91,12.63,43.57,34.87,37.8,7.27,14.68,0,39.41,34.88,50.63,117.27,85.47,75.88
1871.57,72.65,62.06,86.1,79.88,56.88,78.2,126.79,137.32,99.07,131.15,114.24,110.53,43.57,25.68,13.23,3.05,9.03,14.48,42.9,43.19,33.1,19.08,0,10.52,17.89,23.37,38.08,103.24,94.53,74.63
1872.87,69.45,57.45,87.4,84.22,78.83,67.16,138.67,142.8,114.49,128.94,106.91,116.73,34.61,32.98,15.48,2.73,11.49,14.76,44.66,34.94,29.82,31.46,9.77,22.12,19.09,29.57,34.24,105.92,99.97,76.08
1874.16,81.64,60.9,94.42,82.63,88.52,65.86,142.26,142.32,127.94,138.44,111.29,122.31,32.29,27.01,22.94,10.83,11.49,14.76,33.4,35.68,20.53,28.64,19.5,22.12,28.23,50.35,53.34,98.52,95.32,72.79
1875.46,62,52.19,57.96,55.54,75.05,39.74,152.65,128.65,128.21,105.77,92.83,111.06,17.16,12.79,17.48,8.1,2.46,6.56,12.29,15.7,16.44,12.38,19.5,20.09,33.52,46.64,46.25,100.27,72.83,59.31
1876.75,69.65,63.77,54.45,68.74,65.53,49.24,133.97,135.24,136.07,116.37,86.64,113.73,17.9,10.8,25.77,16.79,10.07,7.91,18.79,13.19,24.23,0,16.69,24.94,36.63,58.43,43,110.83,70.81,73.98
1878.05,70.57,68.3,56.55,62.55,43.96,54.03,120.89,124.76,114.19,113.56,88.72,105.68,22.39,10.8,26.15,8.68,12.22,17.64,24.73,9.77,32.11,3.44,13.97,24.94,41.12,51.25,35.79,117.77,90.5,78.68
1879.34,81.12,85.45,55.94,78.33,46.02,68.77,116.72,116.53,103.23,115.36,87.73,114.9,44.64,10.8,39.5,8.68,12.45,19.85,26.82,11.72,36.09,15.3,18.03,18.32,50.32,50.46,43.31,106.73,102.56,93.42
1880.63,64.5,81.1,50.5,71.94,39.58,72.35,130.37,97.12,95.09,102.31,100.9,101.61,33.31,2.07,21.71,7.18,7.34,12.11,8.04,15.16,26.83,25.91,11.17,12.79,52.9,40.37,44.52,88.06,93.98,79.52
1881.93,71.39,81.92,56.24,77.72,66.99,72.11,142.16,106.52,114.43,107.75,121.56,117.14,36.28,13.32,29.9,17.07,7.54,4.4,26.14,20.26,31.89,38.49,4.16,36.74,65.74,57.22,48.67,75.99,98.33,76.21
1883.22,89.22,75.37,76.26,74.46,73.68,58.49,143.2,115.18,128.02,130.45,142.82,112.94,18.34,16.53,29.5,17.07,15.51,11.12,32.68,24.46,32.37,35.16,1.72,35.63,90.63,65.44,63.2,94.28,94.05,73.27
1884.51,73.34,68.42,72.56,61.49,79.33,51.82,116.83,134.42,138.54,130.75,121.68,95.35,20.93,14.46,28.98,9.89,10.55,11.12,32.68,13.7,25.74,24.55,1.61,24.72,96.33,65.16,48.88,81.04,102.57,64.14
1885.79,74.07,67.76,57.81,60.13,80.26,45.1,131.39,137.59,138.99,132.98,109.47,69.02,13.94,25.08,29.53,7.43,17.15,9.1,17.85,18.87,28.53,8.53,6.94,0.77,100.42,73.24,51.93,91.51,95.47,82.38
1887.08,62.64,60.28,47.56,38.61,62.7,46.56,117.08,135.9,120.91,108.7,99.08,52.17,22.59,27.33,24.4,7.43,8.96,0,9.22,12.73,22.97,0,5.33,0.01,87.09,78.93,48.92,78.57,95.28,84.53
1888.37,85.15,84.07,63.94,38.7,69.09,66.64,149.7,136.8,117.75,103.35,100.96,60.26,19.99,29.28,45,13.67,17.77,0,9.22,15.14,33.83,19.54,11.46,10.61,91.81,85.99,53.29,94.65,98.79,98.05
1889.65,88.06,96.92,73.03,51.86,59.54,74.78,130.68,146.73,121.62,110.7,108.55,103.07,41.15,23.71,50.7,20.38,28.2,8.57,8.24,8.15,34.12,34.68,20.49,10.61,88.58,77.43,62.36,107.77,107.01,75.6
1890.94,92.8,97.61,71.3,87.19,73.17,81.09,134.13,162.8,138.64,112.54,100.3,118.69,31.72,28.22,47.48,20.38,28.2,8.57,11.81,11.55,30.51,37.41,27.74,18.34,91.38,62.57,60.15,118.25,108.58,75.85
1892.22,87.59,101.03,84.63,99.58,78.19,68.46,143.61,179.57,149.36,142.09,126.41,147.02,59.49,58.6,47.12,27.39,30.6,27.48,27.7,37.53,41.44,42.86,34.4,29,95.66,74.53,77.41,130.21,121.97,87.91
1893.5,74.56,87.95,84.12,94.14,70.38,63.34,154.23,175.15,134.55,120.12,118.02,115.84,41.79,58.51,27.96,15.28,11.21,18.9,24.56,31.79,23.6,27.72,20.05,29,75.77,64.65,58.84,98.97,113.5,94.77
1894.78,99.91,115.92,95.34,100.77,95.97,82.62,167.55,169.42,135.43,140.19,141.66,129.37,61.28,53.95,40.66,19.07,20.66,27.23,26.96,50.86,46.28,37.58,18.12,31.08,89.36,76.91,74.74,118.55,114.17,103.11
1896.06,113.44,113.07,97.73,103.56,101.06,94.07,168.34,160.17,125.8,126.07,137.13,111.05,39.53,32.14,26.45,12.25,18.56,11.58,23.79,22.47,32.72,17.87,13.63,9.8,84.65,60.89,85.02,116.48,100.53,104.81
1897.34,129.46,116.72,89.62,93.86,101.32,99.02,157.6,150.39,133.97,129.1,136.41,116.55,33.43,22.2,29.09,14.98,20.01,16.75,31.5,22.47,47.33,21.82,20.57,15.89,98.09,66.68,100.79,133.56,97.71,118.31
1898.62,124.65,102.87,101.35,80.66,75.43,92.14,143.66,147.75,138.94,137.95,128.84,117.54,19.62,36,22.82,24.8,32.21,29.07,47.96,18.6,39.4,26.41,22.71,24.37,79.58,83.84,103.93,130.33,117.58,127.85
1899.9,118.67,91.85,83.58,74.96,77.37,79.11,124.53,139.91,132.39,135.28,120.09,130.01,34.12,36.45,24.53,32.6,32.73,26.38,55.75,27.6,46.12,31.65,17.5,36.94,81.65,103.6,94.66,124.68,103.36,133.96
1901.18,120.74,98.56,101.86,89.65,97.03,87.79,132.43,147.77,145.2,152.32,128.05,139.18,56.35,53.76,41.76,44.27,43.12,39.22,60.07,40.89,60.71,27.7,29.16,43.6,106.88,104.84,108.55,154.84,109.62,155.55
1902.45,96.76,84.87,76.42,72.3,92.31,98.1,141.9,132.21,131.93,135.61,113.6,137.29,48.8,53.82,40.4,36.7,25.27,18.58,40.82,34.31,54.07,10.51,33.58,25.33,103.47,93.78,98.81,138.69,90.91,138.17
1903.73,99.84,85.25,89.37,85.66,78.99,110.13,145.4,120.67,140.69,121.61,113.52,133.44,39.22,50.53,43.35,22.46,26.73,18.5,23.23,32.05,54.07,2.7,30.49,21.4,102.99,86.99,103.32,160.8,115.78,133.7
1905,95.85,76.57,75.27,82.31,76.94,115.44,144.81,126.38,155.02,101.86,97.7,128.84,31.5,46.43,41.5,25.75,21.07,17.97,13.84,22.66,35.61,3.82,21.77,19.35,86.33,87.01,90.66,151.7,116.79,110.7
1906.27,88.7,78.05,88,90.45,90.07,105.92,128.02,137.23,160.83,92.93,98.7,123.73,44.53,51.74,36.73,32.13,17.27,29.12,22.87,19.04,36.91,11.7,19.14,28.09,85.7,97.73,91.03,157.3,127.5,138.06
1907.54,82.27,76.59,67.78,99.33,77.58,78.13,120.93,122.44,148.33,86.03,111.74,108.99,31.84,46.81,38.04,32.13,8.46,36.78,29.34,21.84,31.98,10.28,25.77,19.44,83.45,94.49,80.11,124.93,117.56,123.45
1908.81,54.66,68.96,60.4,78.03,44.93,67.17,118.96,99.11,118.63,85.94,110.25,103.4,31.93,38.18,30.66,12.42,11.29,29.09,49.46,36.96,34.35,12.51,26.88,20.23,77.45,110.18,75.44,103.8,125.53,109.75
1910.08,66.33,84.61,64.62,93.01,53.57,55.49,136.58,95.04,124.85,99.78,131.69,110.74,34.32,36.86,48.25,15.87,27.68,47.72,64.23,41.73,41.72,19.72,32.65,33.33,97.7,115.12,80.71,95.92,114.09,109.63
1911.35,65.95,87.87,72.79,65.28,67.48,73.1,135.43,108.87,126.31,107.87,108.06,126,50.82,46.52,56.81,24.43,30.81,43.01,59.98,32.19,31.71,21.58,32.72,33.33,92.22,117.33,79.23,106.62,107.57,111.76
1912.62,69.05,78.29,60.46,65.04,93.56,68.87,122.42,95.84,130.9,106.44,112.9,107.07,51.38,46.7,43.05,29.23,27.15,33.21,42.6,26.15,18.58,20.31,21.73,25.62,92.55,92.34,74.56,99.12,92.51,124.68
1913.88,72.55,66.43,62.51,62.19,74.36,71.36,116.1,94.82,118.19,115.7,108.12,105.85,48.35,41.3,43.89,24.62,28.92,12.13,20.32,12.99,10.22,20.8,11.78,4.67,92.91,82.73,76.27,114.98,93.14,104.97
1915.15,62.43,55.29,57.62,67.39,72.22,65.58,116.46,96.83,95.83,113.67,105.03,88.67,31.85,29.31,43.14,16.1,23.49,11.14,32.14,24.78,19.98,32.39,8.25,4.69,99.97,80.48,85.34,117.86,99.8,111.61
1916.41,78.69,61.54,79.11,77.65,63.8,55.86,120.85,108.53,93.83,110.67,89.31,101.85,27.44,41.19,53.75,12.46,30.22,11.14,36.16,26.48,31.26,30.3,17.87,6.03,100.18,88.38,91.9,130.54,100.25,117.05
1917.68,68.67,60.17,78.99,70.3,74.1,63.52,119.92,113.92,92.85,79.37,82.3,99.73,27.88,44.26,47.72,18.02,29.49,8.57,39.05,37.94,32.74,20.3,24.42,7.26,94.19,86.09,92.26,136.69,115.51,114.63
1918.94,55.92,56.08,83.47,53.89,61.35,49.46,117.56,116.54,97.78,74.65,76.2,83.54,27.88,44.86,33.89,19.79,29.49,13.88,29.15,30.71,22.99,11.5,21.24,7.24,88.02,90.28,79.77,131.31,107.91,100.67
1920.2,56.88,62.04,84.35,42.54,45.99,53.13,114.89,117.86,95.06,77.3,91.48,89.72,21.27,23.21,36.13,18.63,21.39,16.79,14.65,17.59,11.7,14.33,20.41,7.76,81.22,97.17,72.66,122.95,109.66,94.73
1921.46,62.01,56.16,72.04,32.01,30.13,62.96,120.68,105.63,86.81,99.75,84.89,85.7,20.19,15.43,29.57,5.7,18.82,14.07,7.04,19,0,8.76,9.8,6.15,83.56,91.87,74.68,99.72,102.87,107.93
1922.72,92.41,76.89,66.02,62.1,44.87,89.06,127.7,102.32,107.8,105.79,106.23,120.61,41.71,39.39,48.75,25.86,30.1,24.1,29.87,32.84,16.18,16.35,35.54,23.74,101.93,107.94,93.41,104.18,110.11,133.81
1923.98,90.63,82.78,62.49,73.34,57.45,82.34,117.19,94.13,95.92,111.97,105.04,105.33,50.01,42.65,50.57,27.35,26.13,21.19,38.38,42.33,27.31,18.25,39.66,20.54,109.88,99.26,105.06,106.54,98.92,121.27
1925.24,98.46,110.94,76.56,90.2,75.97,57.56,108.59,98.52,108.95,109.07,107.11,103.3,55.62,50.89,56.03,51.81,30.29,29.2,55.18,48.8,44.36,28.54,51.1,25.65,98.1,114.51,112.63,128.82,89.65,134.97
1926.49,73.23,92.7,76.24,65,49.44,37.38,96.89,102.15,97.22,117.08,103.43,95.87,46.75,36.99,45.68,35.14,19.01,13.75,29.85,38.82,37.94,15.02,25.36,8.06,83.78,90.89,121.01,116.56,77.17,134.13
1927.75,72.71,95.85,67.97,72.18,51.62,63.93,106.53,114.46,110.5,96.79,95.45,100.79,44.08,32.47,37.52,60.01,23.39,17.78,28.39,41.04,35.05,23.32,26.21,5.62,72.61,97.75,125.2,121.76,94.82,149.43
1929,60.9,73.72,59.41,60.41,53.86,72.53,116.2,113.78,107.14,100.2,105.16,90.42,41.15,19.18,28.11,37.97,15.05,19.63,15.36,35.69,25.59,27.7,30.48,12.24,82.8,93.98,102.42,107.65,92.16,126.74
1930.26,67.03,61.19,46.8,51.92,51.65,69.41,110.09,96.01,96.02,89.18,86.79,74.3,28.49,8.12,13.3,32.67,16.11,17.3,10.82,32.1,15.83,27.7,30.48,12.24,82.02,82.24,81.68,99.23,100.52,95.74
1931.51,75.99,74.15,61.01,66.59,59.99,68.78,111.78,110.04,106.69,131.64,106.57,91.31,40.29,39.36,31.61,35.7,54.51,41.9,21.53,40.49,35.45,30.49,34.49,39.23,114.5,100.75,101.85,117.71,122.79,106.65
1932.76,59.77,61.61,47.37,61.09,36.5,57.98,82.93,87.52,99.48,110.9,82.15,94.48,34.71,35.43,24.83,31.39,43.84,37.48,23.89,31.2,30.05,18.6,17.78,29.9,112.22,81.85,102.28,101.1,135.3,93.79
1934.01,55.37,81.23,61.9,81.08,71.9,93.35,94.87,93.46,106.41,119.64,107.2,113.44,54.04,49.43,46.33,48.53,46.65,41.12,38.94,38.01,38.8,20.22,24.95,29.9,112.97,106.64,109.08,107.84,149.49,115.62
1935.26,30.35,48.56,55.81,43.79,64.95,86.44,82.15,69.75,87.35,102.73,90.28,100.11,38.96,26.99,21.5,19.13,4.88,12.49,29.16,16.35,28.58,12.51,7.17,2.91,81.76,78.13,77.9,77.59,117.04,96.81
1936.51,43.93,52.15,68.33,54.11,80.28,99.47,95.67,89.6,97.19,115.73,105.61,100.02,52.08,34.75,38.18,28.21,28.03,10.14,40.58,21.79,37.57,25.34,20.59,1.3,79.68,91.43,94.53,99.14,116.05,115.78
1937.76,56.34,36.91,55.33,47.92,60.11,71.66,86.3,85.25,84.16,84.21,80.42,79.75,37.5,37.81,28.11,19.6,33.78,11.78,36.32,20.88,32.87,23.72,13.42,3.06,77.85,74.31,86.42,95.6,104.96,110.99
1939,47.23,33.83,48.49,47.89,55.1,60.34,78.06,84.69,78.58,57.49,80.36,74.61,46.78,43.06,44.5,27.8,36.73,13.04,32.93,25.41,15.71,20.07,15.95,9.82,83.49,86.33,88.11,90.52,102.67,103.67
1940.25,39.62,42.57,40.48,45.68,44.25,41.52,67.61,67.92,52.8,38.56,62.77,69.61,46.25,39.84,29.81,25.94,30.22,21.43,22.74,31.58,5.09,4.46,6.39,17.93,77.94,88.49,73.95,79.56,96.83,86.47
1941.49,37.15,45.13,55.62,42.31,41.22,33.2,59.95,53.93,41.14,55.44,71.99,74.75,55.69,31.26,35.09,32.73,30.36,23.13,23.21,48.4,20.78,11.75,15.34,20.7,88.31,93.91,76.7,97.17,105.91,89.17
1942.74,57.74,50.74,59.81,56.98,52.25,22.93,55.29,53.96,33.82,66.35,73.9,73.91,46.43,30.98,26.67,32.49,44.15,32.83,30.32,54.53,36.78,17.59,22.07,22.78,97.92,78.24,71.37,105.36,97.55,85.78
1943.98,70.36,59.73,66.38,51.03,74,45.04,62.65,70,53.85,79.27,91.84,80.44,51.04,40.9,60.44,50.13,51.47,27.39,55.3,73.21,66.99,31.79,44,27.39,102.67,90.37,79.84,124.67,92.99,95.18
1945.22,61.03,54.1,50.33,57.13,85.12,39.86,56.68,71.38,61.56,79.89,83.8,77.66,50.72,32.42,60.29,37.2,50.22,23.06,61.38,59.31,65.29,30.26,39.69,29.43,97.12,91.2,64.34,100.99,78.11,86.93
1946.46,68.85,68.29,49.43,49.06,90.75,51.85,77.82,81.55,74.06,77.63,84.23,88.35,67.37,36.38,70.44,41.25,55.29,23.04,64.44,64.73,66.91,27.71,47.37,45.78,98.48,102.61,66.76,107.88,96.47,101.58
1947.7,55.94,55.41,50.14,56.92,75.97,26.78,78.2,79.62,60.45,64.96,63.9,76.95,57.76,38.09,42.67,21.39,42.78,23.11,39.6,58.91,59.62,16.59,27.46,36.9,85.86,72.38,59.21,99.79,93.84,106.24
1948.94,47.74,52.24,52.22,48.16,77.25,28.08,82.25,76.03,75.86,63.31,70.94,77.58,63.8,53.58,35.87,21.18,44.92,25.51,45.73,71.41,50.64,10.83,22.82,30.34,76.49,60.4,66.24,111.26,96.78,103.8
1950.18,29.02,34.57,44.46,60.23,50.01,33.89,71.75,55.22,74.05,47.12,62.1,48.34,58.91,44.68,18.15,21.4,35.15,30.67,45.97,70.34,50.76,8.45,5.89,18.86,67.15,62.44,60.97,101.42,79.73,113.05
1951.41,41.23,34.15,41.63,42.56,47.39,46.63,65.81,47.98,83.48,59.5,70.52,56.69,54.1,26.86,33.51,33.04,50.8,38.59,51.29,63.02,45.96,21.15,15.81,21.47,71.83,72.18,66.05,81.58,87.7,104.97
1952.65,46.82,48.79,54.84,53.61,39.47,64.08,73.21,53.08,72.24,51.24,67.29,53.39,55.82,37.56,39.05,41.55,51.66,40.73,51.15,42.58,53.04,37.01,43,31.6,70.65,85.06,66.27,76.2,95.12,117.35
1953.88,47.12,43.13,66.76,41.7,56.94,45.91,64.29,52.85,54.35,56.67,69.08,64.12,47.95,41.01,43.68,29.83,52.95,30.62,36.16,27.57,54.21,41.67,52.99,19.84,64.82,65.62,66.86,72.5,103.9,89.74
1955.12,35.12,35.18,51.06,49.18,49.45,32.13,49.03,36.62,35.46,40.78,47.23,42.2,37.27,52.32,35.49,25.97,38.77,20.39,37.32,17.43,39.91,36.21,37.18,17.94,65.13,54.66,55.58,79.92,97.46,76.92
1956.35,28.83,33.94,57.41,46.03,61.68,25.39,42.11,41.07,34.92,39.91,47.73,41.3,37.11,30.48,34.83,32.32,51.46,21.37,17.02,36.5,28.49,34.61,14.14,23.92,69.23,52.5,61.1,83.47,92.14,64.22
1957.58,22.47,28.98,34.93,36.15,39.3,34.59,42.42,28.97,33.94,26.75,40.15,30.99,41.59,27.28,33.8,31.81,37.13,15.66,17.02,36.5,9.11,24.58,4.41,25.54,69.26,64.92,58.53,62.58,70.06,76.09
1958.81,14.7,17.18,49.8,44.2,35.73,38.73,37.61,22.87,24.36,20.37,41.14,31.91,48.59,22.61,18.96,17.04,34,8.43,5.24,24.77,4.72,14.26,8.79,19.68,51.41,67.47,69.77,37.81,59.43,75.08
1960.04,16.64,1.51,20.16,31.29,7.55,34.58,18.72,3.53,7.41,6.85,19.56,20.86,37.9,24.9,13.42,11.55,18.52,9.58,2.21,0,0,1.16,14.24,7.82,41.14,69.93,76.26,15.6,45.03,62.97
1961.27,22.06,1.51,20.16,28.54,11.06,18.55,4.06,4.34,0,6.85,5.95,16.66,23.03,18.28,9.43,11.68,23.48,9.3,7.79,0,0.77,1.16,13.98,4.25,32.23,55.09,68.77,23.74,38.65,49.87
